"corte_publicacion","codigo_entidad","entidad","grupo_institucional","codigo_grupo_institucional","periodo_balance_resultados","periodo_indicadores","resultado_integral_acumulado_miles_pesos","otro_resultado_integral_acumulado_miles_pesos","resultado_neto_estimado_sin_ori_miles_pesos","intereses_por_prestamos_personales_miles_pesos","intereses_personales_pesos_cuenta_511107_miles_pesos","intereses_personales_moneda_extranjera_cuenta_515107_miles_pesos","ingresos_financieros_totales_miles_pesos","egresos_financieros_totales_miles_pesos","cargo_por_incobrabilidad_total_miles_pesos","ingresos_por_servicios_totales_miles_pesos","gastos_administracion_totales_miles_pesos","intereses_personales_sobre_ingresos_financieros_pct","prestamos_personales_miles_pesos","activo_total_miles_pesos","previsiones_miles_pesos","prestamos_personales_sobre_activo_pct","previsiones_sobre_prestamos_personales_pct","resultado_neto_sobre_activo_pct_no_anualizado","roe_pct","roa_pct","tasa_implicita_prestamos_totales_pct","margen_financiero_sobre_activo_pct","cargos_incobrabilidad_sobre_activo_pct","cartera_irregular_consumo_pct","unidad_balance","nota_comparabilidad"
"2023-09","386","NUEVO BANCO DE ENTRE R�OS S.A.","Bancos Locales de Capital Nacional","Casa Central no operativa","Set-2023","Set-2023","22095383",,"22095383","13487488","13487488",,"240448724","138891016","1586967","15910635","29193740","5,609299","21377873","461223753","-1538151","4,635033","-7,195061","4,7906","28,72","5,52","57,76","25,75","-0,41","1,23","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","389","BANCO COLUMBIA S.A.","Bancos Locales de Capital Nacional","Casa Matriz","Set-2023","Set-2023","371129","0","371129",,,,"51206245","35034539","1851546","6605993","17298079","0","18715207","98192979","-1776520","19,059618","-9,492388","0,377959","-0,97","-0,08","86,21","23,64","-2,35","8,11","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","426","BANCO BICA S.A.","Bancos Locales de Capital Nacional","Casa Central no operativa","Set-2023","Set-2023","1382356",,"1382356","1388853","1388853",,"23852241","15632146","278385","1779982","4079255","5,822736","1991934","46493048","-220529","4,28437","-11,0711","2,973253","21","3,72","74,61","25,25","-0,87","2,25","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","431","BANCO COINAG S.A.","Bancos Locales de Capital Nacional","Casa Central","Set-2023","Set-2023","2225199",,"2225199","775589","775589",,"22680344","11063502","329859","2316035","5618713","3,419653","1033576","45689132","-375795","2,262192","-36,35872","4,870303","44,56","6,58","69,41","35,27","-0,87","1,51","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","432","BANCO DE COMERCIO S.A.","Bancos Locales de Capital Nacional","Casa Central","Set-2023","Set-2023","772627","0","772627","277551","277551",,"7605608","3054911","26579","700353","2149566","3,649294","395581","17625264","-59772","2,244398","-15,109927","4,383634","17,9","4,11","79,29","37,29","-0,25","1,81","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","435","BANCO SUCREDITO REGIONAL S.A.U.","Bancos Locales de Capital Nacional","Casa Matriz","Set-2023","Set-2023","370637",,"370637","1503","1503",,"1641819","187824","8306","5520","510039","0,091545","3547","2311744","-7691","0,153434","-216,831125","16,032787","27,68","18,12","110,3","118,79","-0,62","3,73","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","448","BANCO DINO S.A.","Bancos Locales de Capital Nacional","Casa Central","Set-2023","Set-2023","11872",,"11872","98957","98957",,"10839502","6473623","31522","530981","994639","0,912929","96083","19979667","-51102","0,480904","-53,185267","0,05942","6,16","1,68","61,22","29,91","-0,23","3,99","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","44077","COMPA�IA FINANCIERA ARGENTINA S.A.","Compa��as Financieras de Capital Nacional","Casa Central no operativa","Set-2023","Set-2023","-4893504",,"-4893504",,,,"25701651","16900757","4246414","1754088","10644413","0","16820280","33354046","-3743082","50,429504","-22,253387","-14,671395","-79,55","-10,99","100,3","30,23","-11,04","25,42","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","44088","VOLKSWAGEN FINANCIAL SERVICES COMPA�IA FINANCIERA S.A.","Compa��as Financieras de Capital Extranjero","Casa Central","Set-2023","Set-2023","1413509",,"1413509",,,,"32856119","19905342","185750","1031439","2316041","0",,"49273082","-452990","0",,"2,868725","2,3","0,63","87,22","36,53","-1,14","1,66","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","44090","IUDU COMPA��A FINANCIERA S.A.","Compa��as Financieras de Capital Nacional","Casa Central","Set-2023","Set-2023","-132386",,"-132386",,,,"5293337","2852042",,"4769","1296867","0","0","16826224","0","0",,"-0,786784","15,18","8,81","166,13","14,19","-1,97","99999","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","44092","FCA COMPA�IA FINANCIERA S.A.","Compa��as Financieras de Capital Extranjero","Casa Central","Set-2023","Set-2023","-698548",,"-698548",,,,"12581070","11575555","701509","4315537","1895127","0",,"34965097","-730638","0",,"-1,997844","-12,11","-2,2","75,08","6,29","-2,26","3,16","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","44093","GPAT COMPA�IA FINANCIERA S.A.U.","Compa��as Financieras de Capital Extranjero","Casa Central no operativa","Set-2023","Set-2023","-1195466",,"-1195466","55814","55814",,"6440178","1965663","12085","997240","1039559","0,866653","166857","17833210","-84633","0,935653","-50,721876","-6,703594","-14,27","-8,46","60,9","41,26","-0,26","0,22","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","44094","MERCEDES-BENZ COMPA��A FINANCIERA ARGENTINA S.A.","Compa��as Financieras de Capital Extranjero","Casa Central no operativa","Set-2023","Set-2023","-3643683",,"-3643683",,,,"13257218","8457620","360861","126827","1975102","0",,"32460395","-165082","0",,"-11,225011","-43,84","-12","52,81","20,19","-1,31","2,35","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","44095","ROMBO COMPA��A FINANCIERA S.A.","Compa��as Financieras de Capital Extranjero","Casa Central","Set-2023","Set-2023","1558949","0","1558949",,,,"25766532","18130835","361062",,"1795797","0","1701009","29909308","-413710","5,687223","-24,321447","5,212254","15,14","1,71","71,31","27,95","-2,21","0,53","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","44096","JOHN DEERE CREDIT COMPA��A FINANCIERA S.A.","Compa��as Financieras de Capital Extranjero","Casa Central","Set-2023","Set-2023","-4277502",,"-4277502",,,,"20013420","18084757","772059","1311482","1598924","0",,"112264947","-1908252","0",,"-3,810185","-45,49","-4,64","27,47","3,82","-0,86","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","44098","PSA FINANCE ARGENTINA COMPA��A FINANCIERA S.A.","Compa��as Financieras de Capital Extranjero","Casa Central","Set-2023","Set-2023","-118221","-55954","-62267",,,,"23022565","16482928","325737","276563","1559818","0","403237","35287807","-95621","1,142709","-23,71335","-0,176455","-0,11","-0,02","78,87","29,2","-1,64","0,49","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","44099","TOYOTA COMPA��A FINANCIERA DE ARGENTINA S.A.","Compa��as Financieras de Capital Extranjero","Casa Central","Set-2023","Set-2023","-2507721",,"-2507721",,,,"12758871","11723743","83930","963261","2819844","0",,"23664681","-156809","0",,"-10,596893","-61,67","-8,85","66,02","9,6","-0,33","0,94","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","45030","NARANJA DIGITAL COMPA��A FINANCIERA S.A.U.","Compa��as Financieras de Capital Nacional","Casa Central no operativa","Set-2023","Set-2023","-5607000","34802","-5641802","7187071","7187071",,"45938399","36913549","627849","1493145","6285136","15,645018","20349184","120152747","-494078","16,936096","-2,427999","-4,695525","-88,15","-9,27","113,03","16","-0,82","0,57","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","45056","MONTEMAR COMPA�IA FINANCIERA S.A.","Compa��as Financieras de Capital Nacional","Casa Matriz","Set-2023","Set-2023","296284","0","296284",,,,"6741288","4721780","482017","1079766","2475234","0","2452429","12309267","-605005","19,923437","-24,669623","2,407","4,74","0,86","69,46","19,84","-4,98","25,36","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","45072","REBA COMPA�IA FINANCIERA S.A.","Compa��as Financieras de Capital Nacional","Casa Central","Set-2023","Set-2023","466384",,"466384","24883","24883",,"10810444","7006026","173338","1641937","4204205","0,230176","41880","26134856","-169020","0,160246","-403,581662","1,784529","45","2,39","73,15","22,38","-0,8","10,53","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-09","65203","CREDITO REGIONAL COMPA�IA FINANCIERA S.A.","Compa��as Financieras de Capital Nacional","Casa Matriz","Set-2023","Set-2023","-356475","68610","-425085","1129956","1129956",,"3274957","1938222","491204","33611","1174352","34,502926","1456719","4020750","-406279","36,230032","-27,890005","-10,572281","-32,3","-10,86","76,85","41,99","-12,98","31,56","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-12","7","BANCO DE GALICIA Y BUENOS AIRES S.A.U.","Bancos Locales de Capital Nacional","Casa Matriz","Dic-2023","Dic-2023","282787264","14084","282773180","169304412","169304412",,"5016497371","3112191382","121657270","360362782","525813743","3,374953","182589596","8673081708","-81613012","2,105245","-44,697515","3,260354","18,14","3,36","62,26","25,43","-1,44","4,16","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-12","11","BANCO DE LA NACION ARGENTINA","Bancos P�blicos","Casa Matriz","Dic-2023","Dic-2023","1831329169","232829889","1598499280","208473259","208473259",,"14937687581","8476132465","293324838","215255117","764887245","1,395619","215384329","21288251988","-607900208","1,011752","-282,239758","7,508833","44,14","9,12","75,06","34,09","-1,46","3,19","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-12","14","BANCO DE LA PROVINCIA DE BUENOS AIRES","Bancos P�blicos","Casa Central","Dic-2023","Dic-2023","226967419","10095180","216872239","193888340","193888340",,"5624732612","3903724661","93986112","274633966","745783606","3,447068","264148730","8682679817","-87081830","3,042249","-32,966969","2,497757","18,18","2,49","60","19,37","-1,05","2,5","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2023-12","15","INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.","Bancos Locales de Capital Extranjero","Casa Central no operativa","Dic-2023","Dic-2023","175831634","74096746","101734888","21153835","21153835",,"2059557187","1240862341","36279206","88068358","299141626","1,027106","18241363","3965612887","-18268066","0,459988","-100,146387","2,565427","28,06","5,05","48,78","26,54","-1,04","1,82","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
