"00198"	"BANCO DE VALORES S.A."	"202406"	"100040000000"	"R D O S. I N T E G R A L E S  A C U M.  D E L  P E R I O D O"	1613116.00	9887078.00	2918311.00	4458865.00	5999645.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100040100000"	"   Ingresos financieros"	68308837.00	405504820.00	220309066.00	255648263.00	288623507.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100040100005"	"      Por Intereses"	67883842.00	402991223.00	220170358.00	255490762.00	288457297.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100040100090"	"      Otros Ingresos Financieros"	424995.00	2513597.00	138708.00	157501.00	166210.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100040200000"	"   Egresos financieros"	-50717167.00	-313716896.00	-166838891.00	-190917166.00	-212417357.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100040200005"	"      Por Intereses"	-45560468.00	-283215579.00	-150078480.00	-171716841.00	-191623119.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100040200090"	"      Otros Egresos Financieros"	-5156699.00	-30501317.00	-16760411.00	-19200325.00	-20794238.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100040300000"	"   Cargo por incobrabilidad"	-100846.00	-958697.00	-457967.00	-653344.00	-867356.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100040400000"	"   Ingresos por servicios"	2742479.00	7922719.00	3834591.00	5032873.00	6275533.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100040500000"	"   Egresos por servicios"	-739945.00	-2228254.00	-954856.00	-1210634.00	-1461390.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100040700000"	"   Gastos de administración"	-5389487.00	-20782900.00	-9239845.00	-12885352.00	-16213065.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100040800000"	"   Créditos recuperados y previsiones desafectadas"	71380.00	70908.00	371120.00	387148.00	405054.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100041200000"	"   Resultado monetario"	-11284516.00	-59061099.00	-42347279.00	-48091934.00	-54199407.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100041300000"	"   Otros"	139777.00	214215.00	279078.00	306338.00	-458017.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100041400000"	"   Impuesto a las ganancias"	-1420619.00	-8635586.00	-396967.00	-1414961.00	-1805931.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100041500000"	"   Otro resultado integral"	3223.00	1557848.00	-1639739.00	-1742366.00	-1881926.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100050000000"	"PARTIDAS FUERA DE BALANCE"	0.00	0.00	0.00	0.00	0.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100050100000"	"   Créditos irrecuperables en partidas fuera del balance"	7780.00	7780.00	43874.00	43737.00	43551.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100050200000"	"   Contingentes acreedoras"	13083884.00	38267656.00	47688395.00	79343820.00	76486595.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100050300000"	"   De Control acreedoras"	873668.00	1678861.00	3494391.00	4132012.00	11258906.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100050400000"	"   De Derivados acreedoras"	0.00	0.00	0.00	1863500.00	3192423.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100050600000"	"   Contingentes deudoras"	488626.00	5465970.00	5820043.00	4777871.00	9720204.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100050700000"	"   De Control deudoras"	1483266770.00	6489629658.00	7600751965.00	7884073283.00	62576886443.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100050800000"	"   De Derivados deudoras"	0.00	0.00	0.00	1850500.00	3192423.00
"00198"	"BANCO DE VALORES S.A."	"202406"	"100050900000"	"   De Actividad fiduciaria deudoras"	108518401.00	208995141.00	313996399.00	330494125.00	329268059.00
