date,period,year,quarter,frequency,segment,universe,president,vab,rta,imb,taxes_net,eeb,share_rta,share_imb,share_households,share_capital,pendulo,change_since_mandate_start,coverage_note,method_note
2019-08-15,2019-T3,2019,3,quarterly,modern,total,Mauricio Macri,18638560.91678493,8516984.542115632,2462699.777012981,-414860.7245283095,8073737.322184625,44.70055144136624,12.925236334838393,57.62578777620464,42.37421222379536,15.25157555240928,-15.58002477348843,serie moderna desde 2016-T1,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2019-11-15,2019-T4,2019,4,quarterly,modern,total,Mauricio Macri,20983948.60302711,9758885.538551312,2940186.186777504,-463998.19792566006,8748875.075623948,45.50032517852852,13.708473888264658,59.20879906679317,40.79120093320683,18.417598133586345,-12.414002192311365,serie moderna desde 2016-T1,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2020-02-15,2020-T1,2020,1,quarterly,modern,total,Alberto Fernández,21014276.70745921,10461329.03292195,3327070.876958534,-246660.42173473514,7472537.218676069,49.20445872007613,15.648749896775671,64.85320861685182,35.14679138314819,29.706417233703615,0.0,trimestres calendario; 2023-T4 contiene la transición,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2020-05-15,2020-T2,2020,2,quarterly,modern,total,Alberto Fernández,20262537.00875715,10032996.567202903,2227869.0785360774,-1595082.3222096474,9596753.685227824,45.90159804361056,10.19264287112797,56.094240914738535,43.90575908526146,12.188481829477071,-17.51793540422654,trimestres calendario; 2023-T4 contiene la transición,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2020-08-15,2020-T3,2020,3,quarterly,modern,total,Alberto Fernández,22810891.00017397,10661983.688188072,2919774.8433286403,-1395976.9280747608,10625109.396732025,44.04528384172261,12.061762190726643,56.10704603244925,43.89295396755075,12.214092064898493,-17.492325168805124,trimestres calendario; 2023-T4 contiene la transición,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2020-11-15,2020-T4,2020,4,quarterly,modern,total,Alberto Fernández,26927793.03609968,12504646.577025622,3878259.40148002,-1217406.3677152493,11762293.425309291,44.42905661322365,13.779470331108554,58.20852694433219,41.791473055667794,16.417053888664405,-13.28936334503921,trimestres calendario; 2023-T4 contiene la transición,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2021-02-15,2021-T1,2021,1,quarterly,modern,total,Alberto Fernández,30387119.531600237,13975696.996943977,4819771.997267142,-788919.429172861,12380569.966561979,44.82832798139861,15.459860065390496,60.2881880467891,39.711811953210905,20.576376093578197,-9.130041140125417,trimestres calendario; 2023-T4 contiene la transición,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2021-05-15,2021-T2,2021,2,quarterly,modern,total,Alberto Fernández,39226766.4246743,15614962.597510995,4877857.641955541,-1329707.544381077,20063653.72958884,38.501775596727725,12.027321817171165,50.529097413898896,49.47090258610111,1.058194827797779,-28.648222405905834,trimestres calendario; 2023-T4 contiene la transición,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2021-08-15,2021-T3,2021,3,quarterly,modern,total,Alberto Fernández,39886565.506715424,17128157.240695883,5263641.4623026885,-1717768.7994384724,19212535.603155334,41.16916548803515,12.651666106634751,53.820831594669905,46.17916840533009,7.641663189339811,-22.064754044363802,trimestres calendario; 2023-T4 contiene la transición,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2021-11-15,2021-T4,2021,4,quarterly,modern,total,Alberto Fernández,45101974.0661749,20140539.068449125,6006521.360646498,-1849185.6435415645,20804099.280620843,42.89678719965904,12.793126725266934,55.689913924925975,44.310086075074025,11.379827849851942,-18.326589383851672,trimestres calendario; 2023-T4 contiene la transición,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2022-02-15,2022-T1,2022,1,quarterly,modern,total,Alberto Fernández,49965508.7540473,23273501.487616822,7560359.383248091,-1446244.7371243546,20577892.62030674,45.268834278553264,14.705507728979411,59.97434200753268,40.02565799246731,19.948684015065368,-9.757733218638247,trimestres calendario; 2023-T4 contiene la transición,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2022-05-15,2022-T2,2022,2,quarterly,modern,total,Alberto Fernández,66942573.41293162,27238462.964493424,8126020.8897335855,-1919230.445494845,33497320.00419944,39.55525623536265,11.800476366317588,51.355732601680224,48.64426739831977,2.7114652033604614,-26.994952030343153,trimestres calendario; 2023-T4 contiene la transición,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2022-08-15,2022-T3,2022,3,quarterly,modern,total,Alberto Fernández,74899992.75217631,31363917.86790979,9786919.486630056,-1903756.0119680478,35652911.40960453,40.836441414109665,12.742762748058798,53.57920416216846,46.420795837831555,7.158408324336907,-22.548008909366708,trimestres calendario; 2023-T4 contiene la transición,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2022-11-15,2022-T4,2022,4,quarterly,modern,total,Alberto Fernández,87054980.76464798,39821345.36134185,11932476.553586325,-2840086.849206883,38141245.6989267,44.29758652876798,13.273783390254948,57.57136991902293,42.42863008097706,15.142739838045868,-14.563677395657747,trimestres calendario; 2023-T4 contiene la transición,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2023-02-15,2023-T1,2023,1,quarterly,modern,total,Alberto Fernández,103669935.37551086,48762958.64582244,15432933.027154306,-1874390.187573643,41348433.89010776,46.201402477745255,14.622229044355345,60.8236315221006,39.176368477899395,21.647263044201196,-8.059154189502419,trimestres calendario; 2023-T4 contiene la transición,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2023-05-15,2023-T2,2023,2,quarterly,modern,total,Alberto Fernández,138174708.8034191,60951024.64904303,17119766.96318273,-3834897.9307247326,63938815.12191807,42.9203531019908,12.055358335885433,54.97571143787623,45.02428856212377,9.951422875752456,-19.75499435795116,trimestres calendario; 2023-T4 contiene la transición,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2023-08-15,2023-T3,2023,3,quarterly,modern,total,Alberto Fernández,174924670.21921802,76899249.56102647,21538023.202171367,-4905038.101234582,81392435.55725475,42.7622611854509,11.976899369591973,54.73916055504288,45.26083944495713,9.478321110085753,-20.22809612361786,trimestres calendario; 2023-T4 contiene la transición,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2023-11-15,2023-T4,2023,4,quarterly,modern,total,Alberto Fernández,239580076.0982487,106008319.74190442,33289536.136349715,-6061965.607186928,106344185.82718152,43.15560927840905,13.552051556495865,56.707660834904914,43.292339165095086,13.415321669809838,-16.291095563893776,trimestres calendario; 2023-T4 contiene la transición,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2024-02-15,2024-T1,2024,1,quarterly,modern,total,Javier Milei,358465219.40847397,155288666.43559265,57544473.66120867,-3166330.1843139553,148798409.4959866,42.94112795480763,15.912459442768787,58.85358739757641,41.146412602423595,17.707174795152817,0.0,mandato en curso; último dato 2026-T1,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2024-05-15,2024-T2,2024,2,quarterly,modern,total,Javier Milei,472306199.95177007,203759432.24917135,63730732.2894046,-11510784.622087892,216326820.03528196,42.114981231723604,13.172487597875076,55.28746882959869,44.71253117040132,10.574937659197362,-7.132237135955455,mandato en curso; último dato 2026-T1,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2024-08-15,2024-T3,2024,3,quarterly,modern,total,Javier Milei,534056288.3351388,230744178.76591483,69258661.86720134,-9164187.801501889,243217635.50352463,42.477076786014564,12.749641243232542,55.22671802924711,44.7732819707529,10.453436058494212,-7.253738736658605,mandato en curso; último dato 2026-T1,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2024-11-15,2024-T4,2024,4,quarterly,modern,total,Javier Milei,595626215.4566213,270938977.9906551,85775002.93487372,-9401377.988889383,248313612.51998168,44.781259718703424,14.177039834894526,58.958299553597946,41.041700446402054,17.916599107195893,0.2094243120430761,mandato en curso; último dato 2026-T1,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2025-02-15,2025-T1,2025,1,quarterly,modern,total,Javier Milei,612573365.6244205,299709610.7594175,99521910.83677246,-4222942.282694658,217564786.31092522,48.5913431901657,16.135296136007305,64.72663932617301,35.273360673827,29.45327865234601,11.746103857193194,mandato en curso; último dato 2026-T1,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2025-05-15,2025-T2,2025,2,quarterly,modern,total,Javier Milei,711592336.5075767,322859828.83262867,96982647.57927956,-6275144.862704034,298025004.9583724,44.97485082014678,13.509825991025115,58.48467681117189,41.515323188828106,16.96935362234378,-0.7378211728090349,mandato en curso; último dato 2026-T1,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2025-08-15,2025-T3,2025,3,quarterly,modern,total,Javier Milei,751329625.2652252,331079275.42321485,103278326.85891207,-8967479.085297428,325939502.0683957,43.54603924291368,13.583943206930496,57.129982449844164,42.87001755015584,14.259964899688324,-3.4472098954644927,mandato en curso; último dato 2026-T1,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2025-11-15,2025-T4,2025,4,quarterly,modern,total,Javier Milei,809226185.3677199,360575934.11702144,120149324.32042333,-10953364.811958553,339454291.74223375,43.963048583450934,14.649148993546834,58.61219757699777,41.38780242300222,17.22439515399555,-0.4827796411572649,mandato en curso; último dato 2026-T1,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
2026-02-15,2026-T1,2026,1,quarterly,modern,total,Javier Milei,832785357.3618693,391074473.8402497,135845962.1545489,-4863384.846400967,310728306.2134714,46.687167798911865,16.21753311494529,62.904700913857155,37.095299086142845,25.809401827714318,8.102227032561501,mandato en curso; último dato 2026-T1,CGI moderna: normalización solicitada excluye otros impuestos netos de subsidios.
