"cd_periodo","tx_grupo","nu_valor"
"202208","OPNFC / Other Non-Financial Credit Providers","16,88752"
"202208","PNFC / Non-Financial Credit Providers","27,6402"
"202209","Bancos Privados / Private Banks","25,60622"
"202209","Bancos Públicos / Public Banks","12,77974"
"202209","Compañías Financieras / Financial Companies","1,64494"
"202209","EEFF / Financial Institutions","35,61858"
"202209","TCNB / Non-Bank Credit Cards","14,70422"
"202209","OPNFC / Other Non-Financial Credit Providers","17,22143"
"202209","PNFC / Non-Financial Credit Providers","27,84262"
"202210","Bancos Privados / Private Banks","25,85352"
"202210","Bancos Públicos / Public Banks","12,96157"
"202210","Compañías Financieras / Financial Companies","1,39345"
"202210","EEFF / Financial Institutions","35,92015"
"202210","TCNB / Non-Bank Credit Cards","14,70546"
"202210","OPNFC / Other Non-Financial Credit Providers","17,57779"
"202210","PNFC / Non-Financial Credit Providers","28,13952"
"202211","Bancos Privados / Private Banks","26,07757"
"202211","Bancos Públicos / Public Banks","13,19063"
"202211","Compañías Financieras / Financial Companies","1,22851"
"202211","EEFF / Financial Institutions","36,25766"
"202211","TCNB / Non-Bank Credit Cards","14,65129"
"202211","OPNFC / Other Non-Financial Credit Providers","17,81921"
"202211","PNFC / Non-Financial Credit Providers","28,29418"
"202212","Bancos Privados / Private Banks","26,21042"
"202212","Bancos Públicos / Public Banks","13,37816"
"202212","Compañías Financieras / Financial Companies","1,0161"
"202212","EEFF / Financial Institutions","36,46554"
"202212","TCNB / Non-Bank Credit Cards","14,64714"
"202212","OPNFC / Other Non-Financial Credit Providers","17,67182"
"202212","PNFC / Non-Financial Credit Providers","28,16298"
"202301","Bancos Privados / Private Banks","26,29466"
"202301","Bancos Públicos / Public Banks","13,47759"
"202301","Compañías Financieras / Financial Companies","1,04419"
"202301","EEFF / Financial Institutions","36,64715"
"202301","TCNB / Non-Bank Credit Cards","14,68083"
"202301","OPNFC / Other Non-Financial Credit Providers","18,01845"
"202301","PNFC / Non-Financial Credit Providers","28,44763"
"202302","Bancos Privados / Private Banks","26,37397"
"202302","Bancos Públicos / Public Banks","13,49665"
"202302","Compañías Financieras / Financial Companies","1,08718"
"202302","EEFF / Financial Institutions","36,76249"
"202302","TCNB / Non-Bank Credit Cards","14,75988"
"202302","OPNFC / Other Non-Financial Credit Providers","18,19296"
"202302","PNFC / Non-Financial Credit Providers","28,64044"
"202303","Bancos Privados / Private Banks","26,51835"
"202303","Bancos Públicos / Public Banks","13,57322"
"202303","Compañías Financieras / Financial Companies","1,12491"
"202303","EEFF / Financial Institutions","36,96317"
"202303","TCNB / Non-Bank Credit Cards","14,71614"
"202303","OPNFC / Other Non-Financial Credit Providers","18,48995"
"202303","PNFC / Non-Financial Credit Providers","28,85009"
"202304","Bancos Privados / Private Banks","26,58808"
"202304","Bancos Públicos / Public Banks","13,56198"
"202304","Compañías Financieras / Financial Companies","1,15335"
"202304","EEFF / Financial Institutions","37,00755"
"202304","TCNB / Non-Bank Credit Cards","14,76505"
"202304","OPNFC / Other Non-Financial Credit Providers","18,65118"
"202304","PNFC / Non-Financial Credit Providers","29,02001"
"202305","Bancos Privados / Private Banks","26,67684"
"202305","Bancos Públicos / Public Banks","13,602"
"202305","Compañías Financieras / Financial Companies","1,21544"
"202305","EEFF / Financial Institutions","37,1654"
"202305","TCNB / Non-Bank Credit Cards","14,74225"
"202305","OPNFC / Other Non-Financial Credit Providers","19,0393"
"202305","PNFC / Non-Financial Credit Providers","29,33675"
"202306","Bancos Privados / Private Banks","26,57915"
"202306","Bancos Públicos / Public Banks","13,57896"
"202306","Compañías Financieras / Financial Companies","1,47395"
"202306","EEFF / Financial Institutions","37,21812"
"202306","TCNB / Non-Bank Credit Cards","14,76958"
"202306","OPNFC / Other Non-Financial Credit Providers","18,9214"
"202306","PNFC / Non-Financial Credit Providers","29,26289"
"202307","Bancos Privados / Private Banks","26,6159"
"202307","Bancos Públicos / Public Banks","13,63516"
"202307","Compañías Financieras / Financial Companies","1,65425"
"202307","EEFF / Financial Institutions","37,42945"
"202307","TCNB / Non-Bank Credit Cards","14,68396"
"202307","OPNFC / Other Non-Financial Credit Providers","19,12587"
"202307","PNFC / Non-Financial Credit Providers","29,38405"
"202308","Bancos Privados / Private Banks","26,74278"
"202308","Bancos Públicos / Public Banks","13,68856"
"202308","Compañías Financieras / Financial Companies","1,86744"
"202308","EEFF / Financial Institutions","37,69745"
"202308","TCNB / Non-Bank Credit Cards","14,63226"
"202308","OPNFC / Other Non-Financial Credit Providers","19,46706"
"202308","PNFC / Non-Financial Credit Providers","29,63753"
"202309","Bancos Privados / Private Banks","26,75056"
"202309","Bancos Públicos / Public Banks","13,74066"
"202309","Compañías Financieras / Financial Companies","2,10981"
"202309","EEFF / Financial Institutions","37,85322"
"202309","TCNB / Non-Bank Credit Cards","14,52651"
"202309","OPNFC / Other Non-Financial Credit Providers","19,2546"
"202309","PNFC / Non-Financial Credit Providers","29,38171"
"202310","Bancos Privados / Private Banks","26,90515"
"202310","Bancos Públicos / Public Banks","13,86432"
"202310","Compañías Financieras / Financial Companies","2,42737"
"202310","EEFF / Financial Institutions","38,22964"
"202310","TCNB / Non-Bank Credit Cards","14,46214"
"202310","OPNFC / Other Non-Financial Credit Providers","19,28492"
"202310","PNFC / Non-Financial Credit Providers","29,36383"
"202311","Bancos Privados / Private Banks","26,97533"
"202311","Bancos Públicos / Public Banks","13,94688"
"202311","Compañías Financieras / Financial Companies","2,79273"
"202311","EEFF / Financial Institutions","38,55032"
"202311","TCNB / Non-Bank Credit Cards","14,474"
"202311","OPNFC / Other Non-Financial Credit Providers","19,31274"
"202311","PNFC / Non-Financial Credit Providers","29,42933"
"202312","Bancos Privados / Private Banks","27,00505"
"202312","Bancos Públicos / Public Banks","13,89583"
"202312","Compañías Financieras / Financial Companies","3,06417"
"202312","EEFF / Financial Institutions","38,7262"
"202312","TCNB / Non-Bank Credit Cards","14,37258"
"202312","OPNFC / Other Non-Financial Credit Providers","19,21379"
"202312","PNFC / Non-Financial Credit Providers","29,29803"
"202401","Bancos Privados / Private Banks","27,09417"
"202401","Bancos Públicos / Public Banks","13,96354"
"202401","Compañías Financieras / Financial Companies","3,43219"
"202401","EEFF / Financial Institutions","39,07052"
"202401","TCNB / Non-Bank Credit Cards","14,45702"
"202401","OPNFC / Other Non-Financial Credit Providers","19,7068"
"202401","PNFC / Non-Financial Credit Providers","29,74126"
"202402","Bancos Privados / Private Banks","27,14018"
"202402","Bancos Públicos / Public Banks","13,88838"
"202402","Compañías Financieras / Financial Companies","3,71691"
"202402","EEFF / Financial Institutions","39,17786"
"202402","TCNB / Non-Bank Credit Cards","14,04199"
"202402","OPNFC / Other Non-Financial Credit Providers","19,90016"
"202402","PNFC / Non-Financial Credit Providers","29,729"
"202403","Bancos Privados / Private Banks","27,10855"
"202403","Bancos Públicos / Public Banks","13,88205"
"202403","Compañías Financieras / Financial Companies","3,76286"
"202403","EEFF / Financial Institutions","39,12308"
"202403","TCNB / Non-Bank Credit Cards","13,95507"
"202403","OPNFC / Other Non-Financial Credit Providers","19,97092"
"202403","PNFC / Non-Financial Credit Providers","29,69793"
"202404","Bancos Privados / Private Banks","27,11369"
"202404","Bancos Públicos / Public Banks","13,83174"
"202404","Compañías Financieras / Financial Companies","3,9676"
"202404","EEFF / Financial Institutions","39,18097"
"202404","TCNB / Non-Bank Credit Cards","14,01417"
"202404","OPNFC / Other Non-Financial Credit Providers","20,40856"
"202404","PNFC / Non-Financial Credit Providers","30,07031"
"202405","Bancos Privados / Private Banks","27,20361"
"202405","Bancos Públicos / Public Banks","13,84796"
"202405","Compañías Financieras / Financial Companies","4,25629"
"202405","EEFF / Financial Institutions","39,41525"
"202405","TCNB / Non-Bank Credit Cards","14,09103"
"202405","OPNFC / Other Non-Financial Credit Providers","20,83988"
"202405","PNFC / Non-Financial Credit Providers","30,46352"
"202406","Bancos Privados / Private Banks","27,06569"
"202406","Bancos Públicos / Public Banks","13,77948"
"202406","Compañías Financieras / Financial Companies","4,47119"
"202406","EEFF / Financial Institutions","39,37266"
"202406","TCNB / Non-Bank Credit Cards","14,11267"
"202406","OPNFC / Other Non-Financial Credit Providers","20,71"
"202406","PNFC / Non-Financial Credit Providers","30,35885"
"202407","Bancos Privados / Private Banks","25,05236"
"202407","Bancos Públicos / Public Banks","12,7727"
"202407","Compañías Financieras / Financial Companies","3,5678"
"202407","EEFF / Financial Institutions","36,19248"
"202407","TCNB / Non-Bank Credit Cards","12,7662"
"202407","OPNFC / Other Non-Financial Credit Providers","13,26357"
"202407","PNFC / Non-Financial Credit Providers","22,62193"
"202408","Bancos Privados / Private Banks","25,31624"
"202408","Bancos Públicos / Public Banks","12,90279"
"202408","Compañías Financieras / Financial Companies","3,85797"
"202408","EEFF / Financial Institutions","36,63844"
"202408","TCNB / Non-Bank Credit Cards","13,22999"
"202408","OPNFC / Other Non-Financial Credit Providers","14,06622"
"202408","PNFC / Non-Financial Credit Providers","23,6161"
"202409","Bancos Privados / Private Banks","25,55222"
"202409","Bancos Públicos / Public Banks","13,06282"
"202409","Compañías Financieras / Financial Companies","3,97987"
"202409","EEFF / Financial Institutions","36,98124"
"202409","TCNB / Non-Bank Credit Cards","13,65026"
"202409","OPNFC / Other Non-Financial Credit Providers","14,77835"
"202409","PNFC / Non-Financial Credit Providers","24,51386"
"202410","Bancos Privados / Private Banks","25,91327"
"202410","Bancos Públicos / Public Banks","13,23341"
"202410","Compañías Financieras / Financial Companies","4,11228"
"202410","EEFF / Financial Institutions","37,44952"
"202410","TCNB / Non-Bank Credit Cards","14,0563"
"202410","OPNFC / Other Non-Financial Credit Providers","15,53687"
"202410","PNFC / Non-Financial Credit Providers","25,37805"
"202411","Bancos Privados / Private Banks","26,10974"
"202411","Bancos Públicos / Public Banks","13,34375"
"202411","Compañías Financieras / Financial Companies","4,15021"
"202411","EEFF / Financial Institutions","37,69506"
"202411","TCNB / Non-Bank Credit Cards","14,36212"
"202411","OPNFC / Other Non-Financial Credit Providers","16,25933"
"202411","PNFC / Non-Financial Credit Providers","26,13129"
"202412","Bancos Privados / Private Banks","26,35905"
"202412","Bancos Públicos / Public Banks","13,48712"
"202412","Compañías Financieras / Financial Companies","3,65931"
"202412","EEFF / Financial Institutions","37,648"
"202412","TCNB / Non-Bank Credit Cards","22,39214"
"202412","OPNFC / Other Non-Financial Credit Providers","6,84503"
"202412","PNFC / Non-Financial Credit Providers","26,39823"
"202501","Bancos Privados / Private Banks","26,62805"
"202501","Bancos Públicos / Public Banks","13,61326"
"202501","Compañías Financieras / Financial Companies","3,81137"
"202501","EEFF / Financial Institutions","38,00705"
"202501","TCNB / Non-Bank Credit Cards","22,98747"
"202501","OPNFC / Other Non-Financial Credit Providers","7,10525"
"202501","PNFC / Non-Financial Credit Providers","27,0574"
"202502","Bancos Privados / Private Banks","26,81217"
"202502","Bancos Públicos / Public Banks","13,70626"
"202502","Compañías Financieras / Financial Companies","4,04455"
"202502","EEFF / Financial Institutions","38,29342"
"202502","TCNB / Non-Bank Credit Cards","23,34669"
"202502","OPNFC / Other Non-Financial Credit Providers","7,3483"
"202502","PNFC / Non-Financial Credit Providers","27,52067"
"202503","Bancos Privados / Private Banks","26,98288"
"202503","Bancos Públicos / Public Banks","13,91606"
"202503","Compañías Financieras / Financial Companies","4,22148"
"202503","EEFF / Financial Institutions","38,64478"
"202503","TCNB / Non-Bank Credit Cards","23,60699"
"202503","OPNFC / Other Non-Financial Credit Providers","7,52504"
"202503","PNFC / Non-Financial Credit Providers","27,86482"
"202504","Bancos Privados / Private Banks","27,26022"
"202504","Bancos Públicos / Public Banks","14,15257"
"202504","Compañías Financieras / Financial Companies","4,35004"
"202504","EEFF / Financial Institutions","39,05176"
"202504","TCNB / Non-Bank Credit Cards","24,05494"
"202504","OPNFC / Other Non-Financial Credit Providers","7,82721"
"202504","PNFC / Non-Financial Credit Providers","28,46845"
"202505","Bancos Privados / Private Banks","27,44338"
"202505","Bancos Públicos / Public Banks","14,32802"
"202505","Compañías Financieras / Financial Companies","4,51118"
"202505","EEFF / Financial Institutions","39,37386"
"202505","TCNB / Non-Bank Credit Cards","24,3866"
"202505","OPNFC / Other Non-Financial Credit Providers","8,02293"
"202505","PNFC / Non-Financial Credit Providers","28,86569"
"202506","Bancos Privados / Private Banks","27,49653"
"202506","Bancos Públicos / Public Banks","14,49269"
"202506","Compañías Financieras / Financial Companies","4,50833"
"202506","EEFF / Financial Institutions","39,48503"
"202506","TCNB / Non-Bank Credit Cards","24,65907"
"202506","OPNFC / Other Non-Financial Credit Providers","8,38275"
"202506","PNFC / Non-Financial Credit Providers","29,29345"
"202507","Bancos Privados / Private Banks","27,56883"
"202507","Bancos Públicos / Public Banks","14,66664"
"202507","Compañías Financieras / Financial Companies","4,4018"
"202507","EEFF / Financial Institutions","39,6142"
"202507","TCNB / Non-Bank Credit Cards","25,57515"
"202507","OPNFC / Other Non-Financial Credit Providers","8,84907"
"202507","PNFC / Non-Financial Credit Providers","30,45969"
"202508","Bancos Privados / Private Banks","27,56435"
"202508","Bancos Públicos / Public Banks","14,7779"
"202508","Compañías Financieras / Financial Companies","4,36267"
"202508","EEFF / Financial Institutions","39,64028"
"202508","TCNB / Non-Bank Credit Cards","26,13313"
"202508","OPNFC / Other Non-Financial Credit Providers","8,95082"
"202508","PNFC / Non-Financial Credit Providers","31,02654"
"202509","Bancos Privados / Private Banks","27,45601"
"202509","Bancos Públicos / Public Banks","14,87065"
"202509","Compañías Financieras / Financial Companies","4,34579"
"202509","EEFF / Financial Institutions","39,58271"
"202509","TCNB / Non-Bank Credit Cards","26,17512"
"202509","OPNFC / Other Non-Financial Credit Providers","9,03758"
"202509","PNFC / Non-Financial Credit Providers","31,12081"
"202510","Bancos Privados / Private Banks","27,48694"
"202510","Bancos Públicos / Public Banks","14,98079"
"202510","Compañías Financieras / Financial Companies","4,42678"
"202510","EEFF / Financial Institutions","39,69149"
"202510","TCNB / Non-Bank Credit Cards","26,42646"
"202510","OPNFC / Other Non-Financial Credit Providers","9,37805"
"202510","PNFC / Non-Financial Credit Providers","31,63791"
"202511","Bancos Privados / Private Banks","27,41657"
"202511","Bancos Públicos / Public Banks","15,00294"
"202511","Compañías Financieras / Financial Companies","4,29445"
"202511","EEFF / Financial Institutions","39,57259"
"202511","TCNB / Non-Bank Credit Cards","26,71313"
"202511","OPNFC / Other Non-Financial Credit Providers","9,49996"
"202511","PNFC / Non-Financial Credit Providers","32,01229"
"202512","Bancos Privados / Private Banks","27,36367"
"202512","Bancos Públicos / Public Banks","15,05237"
"202512","Compañías Financieras / Financial Companies","4,22333"
"202512","EEFF / Financial Institutions","39,55872"
"202512","TCNB / Non-Bank Credit Cards","26,79043"
"202512","OPNFC / Other Non-Financial Credit Providers","9,6575"
"202512","PNFC / Non-Financial Credit Providers","32,24271"
