persona_id,persona,anio,tipo_ddjj,rectificativa,dj_id,periodo_controlado,bienes_resumen_ars,bienes_detalle_ars,bienes_ratio_resumen_detalle,bienes_estado,deudas_resumen_ars,deudas_detalle_ars,deudas_ratio_resumen_detalle,deudas_estado,calidad_fuente,fuente_url
dip-giudici-silvana,Silvana Giudici,2023,Anual,0,725977,cierre,50158297.68,50158297.68,1.0,concilia,12609020.0,1260902.0,10.0,resumen_10x_detalle,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-giudici-silvana,Silvana Giudici,2024,Anual,0,785360,cierre,101905165.53,101905165.53,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-glinski-jose,José Glinski,2022,Anual,0,682044,cierre,7687164.3,7687164.3,1.0,concilia,2575993.2,2575993.2,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-glinski-jose,José Glinski,2023,Anual,0,736253,cierre,15016937.61,15016937.61,1.0,concilia,2402060.03,2402060.03,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-glinski-jose,José Glinski,2024,Anual,0,787314,cierre,32949239.97,32949239.97,1.0,concilia,24364226.43,24364226.43,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-gomez-jose,José Gomez,2022,Inicial,0,676675,inicio,300000000.0,30000000.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-gomez-jose,José Gomez,2023,Anual,0,709956,cierre,846491110.0,84649111.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-gomez-jose,José Gomez,2024,Anual,0,771756,cierre,1294359290.0,129435929.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-gonzalez-gerardo-gustavo,Gerardo Gustavo González,2022,Anual,0,677165,cierre,40000000.0,4000000.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-gonzalez-gerardo-gustavo,Gerardo Gustavo González,2023,Inicial,0,687906,inicio,180671350.0,18067135.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-gonzalez-gerardo-gustavo,Gerardo Gustavo González,2024,Anual,0,804772,cierre,24069078.86,24069078.86,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-gonzalez-alvaro,Álvaro González,2022,Anual,0,637309,cierre,208828156.98,208828156.98,1.0,concilia,27627926.8,27627926.8,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-gonzalez-alvaro,Álvaro González,2023,Anual,0,724764,cierre,617478884.21,617478884.21,1.0,concilia,49061546.83,49061546.83,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-gonzalez-alvaro,Álvaro González,2024,Anual,0,795789,cierre,1186847243.98,1186847243.98,1.0,concilia,116908416.6,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-gruber-maura,Maura Gruber,2024,Anual,0,821704,cierre,60500000.0,6050000.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-gutierrez-carlos,Carlos Gutiérrez,2022,Anual,0,656407,cierre,39303710.49,39303710.49,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-gutierrez-carlos,Carlos Gutiérrez,2023,Anual,0,713677,cierre,133506952.09,133506952.09,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-gutierrez-carlos,Carlos Gutiérrez,2024,Anual,0,795216,cierre,284096461.09,284096461.09,1.0,concilia,8898809.1,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-hagman-itai,Itai Hagman,2022,Anual,0,673113,cierre,13792261.84,13792261.84,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-hagman-itai,Itai Hagman,2023,Anual,0,715103,cierre,42647865.48,42647865.48,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-hagman-itai,Itai Hagman,2024,Anual,0,805464,cierre,149068010.95,149068010.95,1.0,concilia,630000000.0,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-hartfield-diego,Diego Hartfield,2024,Anual,0,821447,cierre,256694397.97,256694397.97,1.0,concilia,18563674.27,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-holzman-patricia,Patricia Holzman,2024,Anual,0,826985,cierre,513190577.77,513190577.77,1.0,concilia,56706828.93,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-ianni-ana-maria,Ana María Ianni,2022,Anual,0,641440,cierre,26898946.42,26898946.42,1.0,concilia,1220055.84,1220055.84,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-ianni-ana-maria,Ana María Ianni,2023,Anual,0,728153,cierre,73007455.14,73007455.14,1.0,concilia,1743565.05,1743565.05,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-ianni-ana-maria,Ana María Ianni,2024,Anual,0,791863,cierre,159304673.65,159304673.65,1.0,concilia,13046933.33,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-ibanez-maria-cecilia,María Cecilia Ibañez,2023,Anual,0,748934,cierre,155066000.0,15506600.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-ibanez-maria-cecilia,María Cecilia Ibañez,2024,Anual,0,773496,cierre,335570440.0,33557044.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-juliano-pablo,Pablo Juliano,2023,Anual,0,757849,cierre,4750000.0,475000.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-juliano-pablo,Pablo Juliano,2024,Anual,1,794082,cierre,39711093.5,39711093.5,1.0,concilia,168400000.0,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-kirchner-maximo-carlos,Máximo Carlos Kirchner,2022,Anual,0,650311,cierre,1099930211.99,1099930211.99,1.0,concilia,20122538.3,20122538.3,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-kirchner-maximo-carlos,Máximo Carlos Kirchner,2023,Anual,0,735140,cierre,4719066772.97,4719066772.97,1.0,concilia,56260297.44,56260297.44,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-kirchner-maximo-carlos,Máximo Carlos Kirchner,2024,Anual,0,788672,cierre,8311567011.23,8311567011.23,1.0,concilia,86963957.66,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-leone-andres,Andrés Leone,2022,Anual,0,676842,cierre,270000000.0,27000000.0,10.0,resumen_10x_detalle,752200.0,75220.0,10.0,resumen_10x_detalle,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-leone-andres,Andrés Leone,2024,Anual,0,822532,cierre,995000000.0,99500000.0,10.0,resumen_10x_detalle,672000.0,0.0,,detalle_ausente,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-longo-johanna-sabrina,Johanna Sabrina Longo,2022,Anual,0,676490,cierre,5602358.5,5602358.5,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-longo-johanna-sabrina,Johanna Sabrina Longo,2024,Anual,0,823065,cierre,18072031.27,18072031.27,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-manrique-mario,Mario Manrique,2022,Anual,0,675895,cierre,24414768.23,24414768.23,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-manrique-mario,Mario Manrique,2023,Anual,0,717568,cierre,87269906.52,87269906.52,1.0,concilia,435191.57,435191.57,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-manrique-mario,Mario Manrique,2024,Anual,0,792341,cierre,176175760.24,176175760.24,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-marin-varinia-lis,Varinia Lis Marín,2022,Anual,0,633859,cierre,21640720.65,21640720.65,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-marin-varinia-lis,Varinia Lis Marín,2023,Anual,0,730989,cierre,82402680.66,82402680.66,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-marin-varinia-lis,Varinia Lis Marín,2024,Anual,0,786897,cierre,123639765.4,123639765.4,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-marino-juan,Juan Marino,2022,Anual,0,652256,cierre,4400041.95,4400041.95,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-marino-juan,Juan Marino,2023,Anual,0,719022,cierre,11526526.42,11526526.42,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-marino-juan,Juan Marino,2024,Anual,0,784461,cierre,6306905.52,6306905.52,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-martinez-german-pedro,Germán Pedro Martínez,2022,Anual,0,644667,cierre,9456144.51,9456144.51,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-martinez-german-pedro,Germán Pedro Martínez,2023,Inicial,0,690087,inicio,18697277.2,18697277.2,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-martinez-german-pedro,Germán Pedro Martínez,2024,Anual,0,799135,cierre,45719036.54,45719036.54,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-martinez-alvaro,Álvaro Martínez,2022,Anual,0,672212,cierre,5733775.11,5733775.11,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-martinez-alvaro,Álvaro Martínez,2023,Anual,0,754597,cierre,23236259.85,23236259.85,1.0,concilia,25800000.0,2580000.0,10.0,resumen_10x_detalle,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-martinez-alvaro,Álvaro Martínez,2024,Anual,0,818053,cierre,88037911.6,88037911.6,1.0,concilia,47340000.0,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-massot-nicolas,Nicolás Massot,2023,Anual,0,716302,cierre,692029678.4,692029678.4,1.0,concilia,82245712.64,82245712.64,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-massot-nicolas,Nicolás Massot,2024,Anual,0,812885,cierre,1889124762.42,1889124762.42,1.0,concilia,259863080.29,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-maureira-karina,Karina Maureira,2024,Anual,0,820254,cierre,16303880.01,16303880.01,1.0,concilia,78860.53,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-mayoraz-nicolas,Nicolás Mayoraz,2022,Anual,0,678232,cierre,24459504.51,24459504.51,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-mayoraz-nicolas,Nicolás Mayoraz,2023,Anual,0,746622,cierre,92839410.7,92839410.7,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-mayoraz-nicolas,Nicolás Mayoraz,2024,Anual,0,803956,cierre,172517332.28,172517332.28,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-medina-gladys,Gladys Medina,2023,Anual,0,747540,cierre,24154334.36,24154334.36,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-medina-gladys,Gladys Medina,2024,Anual,0,821491,cierre,54748623.7,54748623.7,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-menem-martin,Martín Menem,2022,Anual,0,677410,cierre,295650916.27,295650916.27,1.0,concilia,12907917.26,12907917.26,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-menem-martin,Martín Menem,2023,Anual,0,749142,cierre,605015973.68,605015973.68,1.0,concilia,34079632.28,34079632.28,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-menem-martin,Martín Menem,2024,Anual,1,819664,cierre,1524442619.27,1524442619.27,1.0,concilia,131214876.26,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-michel-guillermo,Guillermo Michel,2022,Anual,0,661399,cierre,59826932.45,59826932.45,1.0,concilia,2403098.67,2403098.68,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-michel-guillermo,Guillermo Michel,2023,Baja,0,689633,cierre,94110379.34,94110379.34,1.0,concilia,1935821.71,1935821.71,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-michel-guillermo,Guillermo Michel,2024,Anual,0,823749,cierre,420742158.42,420742158.42,1.0,concilia,8316166.02,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-molle-matias,Matías Molle,2022,Anual,0,677722,cierre,124493800.0,12449380.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-montenegro-juan-pablo,Juan Pablo Montenegro,2022,Anual,0,677213,cierre,71000000.0,7100000.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-montenegro-juan-pablo,Juan Pablo Montenegro,2024,Anual,0,795215,cierre,889913620.0,88991362.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-montenegro-guillermo,Guillermo Montenegro,2022,Anual,0,677736,cierre,15927436.5,15927436.5,1.0,concilia,2658500.0,265850.0,10.0,resumen_10x_detalle,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-montenegro-guillermo,Guillermo Montenegro,2023,Anual,0,745290,cierre,1450000000.0,145000000.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-monzon-roxana,Roxana Monzón,2022,Inicial,2,684873,inicio,32800000.0,3280000.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-monzon-roxana,Roxana Monzón,2023,Anual,1,820834,cierre,11528952.18,11528952.18,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-monzon-roxana,Roxana Monzón,2024,Anual,2,820838,cierre,26495101.14,26495101.14,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-moreau-cecilia,Cecilia Moreau,2022,Anual,0,654641,cierre,12640406.34,12640406.34,1.0,concilia,162803200.0,16280320.0,10.0,resumen_10x_detalle,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-moreau-cecilia,Cecilia Moreau,2023,Anual,0,729198,cierre,30717719.38,30717719.38,1.0,concilia,725190000.0,72519000.0,10.0,resumen_10x_detalle,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-moreau-cecilia,Cecilia Moreau,2024,Anual,0,793150,cierre,122022480.96,122022480.96,1.0,concilia,968300000.0,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-moyano-hugo-antonio,Hugo Antonio Moyano,2024,Anual,1,824065,cierre,255760304.34,255760304.34,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-nunez-jose,José Nuñez,2022,Anual,0,652982,cierre,51909955.9,51909955.9,1.0,concilia,285600000.0,28560000.0,10.0,resumen_10x_detalle,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-nunez-jose,José Nuñez,2023,Anual,0,803740,cierre,76081506.84,76081506.84,1.0,concilia,10075799.87,10075799.87,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-nunez-jose,José Nuñez,2024,Anual,0,803967,cierre,110473646.44,110473646.44,1.0,concilia,8132227.72,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-pagano-marcela-marina,Marcela Marina Pagano,2022,Anual,0,676851,cierre,29220000.72,29220000.72,1.0,concilia,989728.64,989728.64,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-pagano-marcela-marina,Marcela Marina Pagano,2023,Anual,0,733320,cierre,88059990.97,88059990.97,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-pagano-marcela-marina,Marcela Marina Pagano,2024,Anual,0,773520,cierre,129001393.52,129001393.52,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-palazzo-sergio-omar,Sergio Omar Palazzo,2022,Anual,0,660209,cierre,16761671.93,16761671.93,1.0,concilia,771813.86,771813.86,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-palazzo-sergio-omar,Sergio Omar Palazzo,2023,Anual,0,734844,cierre,47867105.88,47867105.88,1.0,concilia,316447.88,316447.88,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-palazzo-sergio-omar,Sergio Omar Palazzo,2024,Anual,0,795749,cierre,130932342.31,130932342.31,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-pareja-sebastian,Sebastián Pareja,2023,Anual,0,741199,cierre,82753812.79,82753812.79,1.0,concilia,213251.83,213251.83,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-pareja-sebastian,Sebastián Pareja,2024,Anual,0,799809,cierre,130417981.54,130417981.54,1.0,concilia,89883.58,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-parola-maria-graciela,María Graciela Parola,2022,Anual,0,630983,cierre,0.0,0.0,,concilia_cero,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-parola-maria-graciela,María Graciela Parola,2023,Inicial,0,701394,inicio,0.0,0.0,,concilia_cero,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-parola-maria-graciela,María Graciela Parola,2024,Anual,0,826403,cierre,5965603.73,5965603.73,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-paulon-esteban,Esteban Paulón,2022,Anual,0,677450,cierre,20168750.0,2016875.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-paulon-esteban,Esteban Paulón,2023,Anual,0,723879,cierre,14811121.98,14811121.98,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-paulon-esteban,Esteban Paulón,2024,Anual,0,822460,cierre,22475211.28,22475211.28,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-petri-luis,Luis Petri,2022,Anual,0,679162,cierre,14045771.35,14045771.35,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-petri-luis,Luis Petri,2023,Anual,1,794184,cierre,38788089.12,38788089.12,1.0,concilia,86527.81,86527.81,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-petri-luis,Luis Petri,2024,Anual,1,812687,cierre,79622037.65,79622037.65,1.0,concilia,177000000.0,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-petrovich-maria-lorena,María Lorena Petrovich,2022,Anual,0,677608,cierre,21601569.57,21601569.57,1.0,concilia,46953.65,46953.65,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-petrovich-maria-lorena,María Lorena Petrovich,2024,Anual,0,823727,cierre,0.0,0.0,,concilia_cero,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-picat-luis-albino,Luis Albino Picat,2022,Anual,0,676380,cierre,80857403.12,80857403.12,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-picat-luis-albino,Luis Albino Picat,2023,Anual,0,751538,cierre,367479478.04,367479478.04,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-picat-luis-albino,Luis Albino Picat,2024,Anual,0,769700,cierre,611168731.62,611168731.62,1.0,concilia,19518306.24,19518306.24,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-pichetto-miguel-angel,Miguel Ángel Pichetto,2022,Anual,0,665365,cierre,57018364.2,57018364.2,1.0,concilia,2875531.57,2875531.57,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-pichetto-miguel-angel,Miguel Ángel Pichetto,2023,Anual,0,728297,cierre,183671395.22,183671395.22,1.0,concilia,1793486.2,1793486.2,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-pichetto-miguel-angel,Miguel Ángel Pichetto,2024,Anual,0,793396,cierre,366447371.27,366447371.27,1.0,concilia,2447920.15,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-picon-martinez-nancy-viviana,Nancy Viviana Picón Martínez,2022,Anual,1,677639,cierre,42810780.0,4281078.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-picon-martinez-nancy-viviana,Nancy Viviana Picón Martínez,2023,Inicial,0,685506,inicio,82035000.0,8203500.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-pietragalla-corti-horacio,Horacio Pietragalla Corti,2022,Anual,0,666224,cierre,178264520.0,17826452.0,10.0,resumen_10x_detalle,20040000.0,2004000.0,10.0,resumen_10x_detalle,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-pietragalla-corti-horacio,Horacio Pietragalla Corti,2023,Baja,0,689147,cierre,39488709.01,39488709.01,1.0,concilia,14110000.0,1411000.0,10.0,resumen_10x_detalle,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-pietragalla-corti-horacio,Horacio Pietragalla Corti,2024,Anual,0,824282,cierre,72587293.1,72587293.1,1.0,concilia,245440000.0,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
