persona_id,persona,anio,tipo_ddjj,rectificativa,dj_id,periodo_controlado,bienes_resumen_ars,bienes_detalle_ars,bienes_ratio_resumen_detalle,bienes_estado,deudas_resumen_ars,deudas_detalle_ars,deudas_ratio_resumen_detalle,deudas_estado,calidad_fuente,fuente_url
dip-potenza-luciana,Luciana Potenza,2022,Anual,1,676660,cierre,3288398.44,3288398.44,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-potenza-luciana,Luciana Potenza,2023,Anual,1,738496,cierre,14165489.46,14165489.46,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-potenza-luciana,Luciana Potenza,2024,Anual,0,788063,cierre,29709842.01,29709842.01,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-propato-agustina-lucrecia,Agustina Lucrecia Propato,2022,Anual,0,655540,cierre,26367572.22,26367572.22,1.0,concilia,6452330.0,645233.0,10.0,resumen_10x_detalle,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-propato-agustina-lucrecia,Agustina Lucrecia Propato,2023,Anual,0,758505,cierre,86196311.13,86196311.13,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-propato-agustina-lucrecia,Agustina Lucrecia Propato,2024,Anual,0,779570,cierre,171308394.68,171308394.68,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-quintar-manuel,Manuel Quintar,2023,Anual,0,751695,cierre,252255203.64,252255203.64,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-quintar-manuel,Manuel Quintar,2024,Anual,0,825553,cierre,231635753.22,231635753.22,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-rauschenberger-ariel,Ariel Rauschenberger,2023,Anual,1,744154,cierre,127433783.01,127433783.01,1.0,concilia,230061.86,230061.86,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-rauschenberger-ariel,Ariel Rauschenberger,2024,Anual,0,791491,cierre,252990623.92,252990623.92,1.0,concilia,454509.06,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-rizzotti-jorge,Jorge Rizzotti,2022,Anual,0,679968,cierre,28736958.42,28736958.42,1.0,concilia,472730.92,472730.92,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-rizzotti-jorge,Jorge Rizzotti,2023,Anual,0,754909,cierre,60042502.99,60042502.99,1.0,concilia,2903577.09,2903577.09,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-rizzotti-jorge,Jorge Rizzotti,2024,Anual,0,823670,cierre,167528553.6,167528553.6,1.0,concilia,6093329.15,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-rodriguez-machado-laura-elena,Laura Elena Rodríguez Machado,2023,Anual,0,716625,cierre,103968574.62,103968574.62,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-rodriguez-machado-laura-elena,Laura Elena Rodríguez Machado,2024,Anual,0,786665,cierre,219362859.35,219362859.35,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-rossi-agustin-oscar,Agustín Oscar Rossi,2022,Anual,1,668186,cierre,16108223.86,16108223.86,1.0,concilia,40003.32,40003.32,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-rossi-agustin-oscar,Agustín Oscar Rossi,2023,Baja,0,688451,cierre,26142227.78,26142227.78,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-scaglia-gisela,Gisela Scaglia,2024,Anual,2,822298,cierre,58142090.72,58142090.72,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-selva-sabrina,Sabrina Selva,2022,Anual,0,669168,cierre,18000000.0,1800000.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-selva-sabrina,Sabrina Selva,2023,Anual,0,714466,cierre,9361410.07,9361410.07,1.0,concilia,877794.36,877794.36,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-selva-sabrina,Sabrina Selva,2024,Anual,0,786947,cierre,16840973.08,16840973.08,1.0,concilia,3263791.16,3263791.16,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-serquis-adriana-cristina,Adriana Cristina Serquis,2022,Anual,2,751920,cierre,27460321.51,27460321.51,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-serquis-adriana-cristina,Adriana Cristina Serquis,2023,Anual,1,750191,cierre,77625596.16,77625596.16,1.0,concilia,1690078.18,1690078.18,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-serquis-adriana-cristina,Adriana Cristina Serquis,2024,Anual,0,787838,cierre,176139773.01,176139773.01,1.0,concilia,2809337.08,2809337.08,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-siley-vanesa-raquel,Vanesa Raquel Siley,2022,Anual,0,627857,cierre,8911902.31,8911902.31,1.0,concilia,332919.7,332919.7,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-siley-vanesa-raquel,Vanesa Raquel Siley,2023,Anual,0,705311,cierre,13388542.56,13388542.56,1.0,concilia,873585.66,873585.66,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-siley-vanesa-raquel,Vanesa Raquel Siley,2024,Anual,0,772678,cierre,24511237.23,24511237.23,1.0,concilia,3249706.57,3249706.57,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-taiana-jorge,Jorge Taiana,2022,Anual,0,658131,cierre,58877373.38,58877373.38,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-taiana-jorge,Jorge Taiana,2023,Baja,0,687068,cierre,77988581.25,77988581.25,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-taiana-jorge,Jorge Taiana,2024,Anual,0,824913,cierre,214858726.03,214858726.03,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-tepp-caren,Caren Tepp,2024,Anual,0,821669,cierre,11373748.33,11373748.33,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-tita-paulo-agustin,Paulo Agustín Tita,2024,Anual,0,822582,cierre,207750161.34,207750161.34,1.0,concilia,4440092.05,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-todero-pablo,Pablo Todero,2022,Anual,0,664107,cierre,22541079.52,22541079.52,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-todero-pablo,Pablo Todero,2023,Anual,0,713407,cierre,99286396.55,99286396.55,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-todero-pablo,Pablo Todero,2024,Anual,0,771514,cierre,214429303.69,214429303.69,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-tomassoni-yamile,Yamile Tomassoni,2022,Anual,0,676975,cierre,27500000.0,2750000.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-tomassoni-yamile,Yamile Tomassoni,2024,Anual,0,789931,cierre,250000000.0,25000000.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-tortoriello-anibal,Aníbal Tortoriello,2022,Anual,0,663799,cierre,131635526.99,131635526.99,1.0,concilia,55254511.22,55254511.22,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-tortoriello-anibal,Aníbal Tortoriello,2023,Anual,0,735203,cierre,406521759.36,406521759.36,1.0,concilia,94340143.13,94340143.13,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-tortoriello-anibal,Aníbal Tortoriello,2024,Anual,0,787563,cierre,878610061.12,878610061.12,1.0,concilia,2049866.87,2049866.87,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-treffinger-cesar,César Treffinger,2022,Anual,0,677205,cierre,45250876.43,45250876.43,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-treffinger-cesar,César Treffinger,2023,Anual,0,736008,cierre,114008123.05,114008123.05,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-treffinger-cesar,César Treffinger,2024,Anual,0,802239,cierre,195014633.23,195014633.23,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-trotta-nicolas-alfredo,Nicolás Alfredo Trotta,2024,Anual,0,824889,cierre,251845328.13,251845328.13,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-valdes-eduardo-felix,Eduardo Félix Valdés,2022,Anual,0,639456,cierre,44795487.6,44795487.6,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-valdes-eduardo-felix,Eduardo Félix Valdés,2023,Anual,0,718437,cierre,153235424.83,153235424.83,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-valdes-eduardo-felix,Eduardo Félix Valdés,2024,Anual,0,825331,cierre,235946274.31,235946274.31,1.0,concilia,67900000.0,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-vancsik-daniel,Daniel Vancsik,2022,Inicial,0,675162,inicio,4690478.57,4690478.57,1.0,concilia,0.0,921059.91,0.0,no_concilia_otro,inconsistencia_otro,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-vancsik-daniel,Daniel Vancsik,2023,Anual,0,716277,cierre,49794500.0,4979450.0,10.0,resumen_10x_detalle,50680000.0,5068000.0,10.0,resumen_10x_detalle,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-vancsik-daniel,Daniel Vancsik,2024,Anual,0,793236,cierre,186269080.0,18626908.0,10.0,resumen_10x_detalle,60020000.0,0.0,,detalle_ausente,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-vasquez-patricia,Patricia Vásquez,2022,Anual,0,678077,cierre,20176279.76,20176279.76,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-vasquez-patricia,Patricia Vásquez,2023,Anual,1,732253,cierre,33786521.76,33786521.76,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-vasquez-patricia,Patricia Vásquez,2024,Anual,0,793321,cierre,312586191.47,312586191.47,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-vega-yolanda,Yolanda Vega,2023,Inicial,1,687371,inicio,2222259.09,2222259.09,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-vega-yolanda,Yolanda Vega,2024,Anual,0,809852,cierre,73054692.09,73054692.09,1.0,concilia,149210000.0,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-verasay-pamela-fernanda,Pamela Fernanda Verasay,2022,Anual,0,636738,cierre,15807236.16,15807236.16,1.0,concilia,16421836.21,16421836.21,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-verasay-pamela-fernanda,Pamela Fernanda Verasay,2023,Anual,0,705562,cierre,44990673.91,44990673.91,1.0,concilia,38766148.1,38766148.11,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-verasay-pamela-fernanda,Pamela Fernanda Verasay,2024,Anual,1,821513,cierre,83292260.44,83292260.44,1.0,concilia,96169190.22,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-volnovich-luana,Luana Volnovich,2022,Anual,0,657160,cierre,23072273.77,23072273.77,1.0,concilia,40000000.0,4000000.0,10.0,resumen_10x_detalle,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-volnovich-luana,Luana Volnovich,2023,Anual,0,711851,cierre,48018075.09,48018075.09,1.0,concilia,3993860.84,3993860.84,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-volnovich-luana,Luana Volnovich,2024,Anual,0,800015,cierre,85737709.25,85737709.25,1.0,concilia,3538523.57,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-yasky-hugo,Hugo Yasky,2022,Anual,0,624529,cierre,4208303.62,4208303.62,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-yasky-hugo,Hugo Yasky,2023,Anual,1,708359,cierre,18696631.5,18696631.5,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-yasky-hugo,Hugo Yasky,2024,Anual,0,789216,cierre,37780588.52,37780588.52,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-yedlin-pablo-raul,Pablo Raúl Yedlin,2022,Anual,0,642507,cierre,48123975.36,48123975.36,1.0,concilia,22603.78,22603.78,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-yedlin-pablo-raul,Pablo Raúl Yedlin,2023,Anual,0,742999,cierre,149807110.93,149807110.93,1.0,concilia,35865.45,35865.45,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-yedlin-pablo-raul,Pablo Raúl Yedlin,2024,Anual,0,782905,cierre,480242582.41,480242582.41,1.0,concilia,220253.91,220253.92,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-yeza-martin,Martín Yeza,2022,Anual,2,677499,cierre,4885107.02,4885107.02,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-yeza-martin,Martín Yeza,2023,Anual,0,758647,cierre,10656000.66,10656000.66,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-yeza-martin,Martín Yeza,2024,Anual,0,771703,cierre,24686094.2,24686094.2,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-zago-oscar,Oscar Zago,2022,Inicial,0,677397,inicio,251465990.0,25146599.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-zago-oscar,Oscar Zago,2023,Anual,0,751806,cierre,44987763.48,44987763.48,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-zago-oscar,Oscar Zago,2024,Anual,0,817670,cierre,86587875.83,86587875.83,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-zaracho-natalia,Natalia Zaracho,2022,Anual,0,674262,cierre,1680733.57,1680733.57,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-zaracho-natalia,Natalia Zaracho,2023,Anual,0,759438,cierre,48039680.0,4803968.0,10.0,resumen_10x_detalle,589959.6,589959.6,1.0,concilia,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-zaracho-natalia,Natalia Zaracho,2024,Anual,0,769789,cierre,83662080.0,8366208.0,10.0,resumen_10x_detalle,1149771.69,1149771.69,1.0,concilia,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-zulli-christian-alejandro,Christian Alejandro Zulli,2022,Anual,0,666590,cierre,20234620.0,2023462.0,10.0,resumen_10x_detalle,2600000.0,260000.0,10.0,resumen_10x_detalle,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-zulli-christian-alejandro,Christian Alejandro Zulli,2023,Anual,0,737119,cierre,93887400.0,9388740.0,10.0,resumen_10x_detalle,5660000.0,566000.0,10.0,resumen_10x_detalle,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
dip-zulli-christian-alejandro,Christian Alejandro Zulli,2024,Anual,0,804507,cierre,288557910.0,28855791.0,10.0,resumen_10x_detalle,286743800.0,0.0,,detalle_ausente,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-abad-maximiliano,Maximiliano Abad,2022,Anual,0,679722,cierre,33721340.49,33721340.49,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-abad-maximiliano,Maximiliano Abad,2023,Inicial,0,693266,inicio,28217118.96,28217118.96,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-abad-maximiliano,Maximiliano Abad,2024,Anual,0,821429,cierre,207344565.45,207344565.45,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-abdala-bartolome-esteban,Bartolomé Esteban Abdala,2022,Anual,0,677121,cierre,58387164.53,58387164.53,1.0,concilia,7500000.0,750000.0,10.0,resumen_10x_detalle,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-abdala-bartolome-esteban,Bartolomé Esteban Abdala,2023,Anual,0,818157,cierre,110703314.95,110703314.95,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-abdala-bartolome-esteban,Bartolomé Esteban Abdala,2024,Anual,0,818193,cierre,197910994.26,197910994.26,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-almeida-romina-maria,Romina María Almeida,2024,Anual,0,822755,cierre,7651677.34,7651677.34,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-andrada-guillermo-eduardo,Guillermo Eduardo Andrada,2022,Anual,0,649856,cierre,31310818.23,31310818.23,1.0,concilia,2223950.0,222395.0,10.0,resumen_10x_detalle,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-andrada-guillermo-eduardo,Guillermo Eduardo Andrada,2023,Anual,0,736576,cierre,102847251.54,102847251.54,1.0,concilia,6707732.05,6707732.05,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-andrada-guillermo-eduardo,Guillermo Eduardo Andrada,2024,Anual,0,787128,cierre,158533790.02,158533790.02,1.0,concilia,1089637.94,1089637.94,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-arce-carlos-omar,Carlos Omar Arce,2022,Anual,0,675047,cierre,53592850.0,5359285.0,10.0,resumen_10x_detalle,0.0,0.0,,concilia_cero,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-arce-carlos-omar,Carlos Omar Arce,2023,Anual,0,757731,cierre,12498406.14,12498406.14,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-arce-carlos-omar,Carlos Omar Arce,2024,Anual,0,772010,cierre,26686865.15,26686865.15,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-atauche-ezequiel,Ezequiel Atauche,2022,Anual,0,677181,cierre,197508280.97,197508280.97,1.0,concilia,4339297.99,4339297.99,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-atauche-ezequiel,Ezequiel Atauche,2023,Anual,0,748891,cierre,593194831.91,593194831.91,1.0,concilia,5625000.0,562500.0,10.0,resumen_10x_detalle,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-atauche-ezequiel,Ezequiel Atauche,2024,Anual,0,790765,cierre,1091510958.61,1091510958.61,1.0,concilia,38353038.67,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-avila-beatriz-luisa,Beatriz Luisa Avila,2022,Anual,0,656962,cierre,15351523.79,15351523.79,1.0,concilia,2472015.05,2472015.05,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-avila-beatriz-luisa,Beatriz Luisa Avila,2023,Anual,0,733713,cierre,30649030.89,30649030.89,1.0,concilia,27270000.0,2727000.0,10.0,resumen_10x_detalle,quiebre_escala_decimal,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-avila-beatriz-luisa,Beatriz Luisa Avila,2024,Anual,0,796438,cierre,138184401.9,138184401.9,1.0,concilia,175530000.0,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-bahl-adan-humberto,Adán Humberto Bahl,2024,Anual,0,823516,cierre,583407622.53,583407622.53,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-bensusan-daniel-pablo,Daniel Pablo Bensusán,2022,Anual,0,638362,cierre,31205428.21,31205428.21,1.0,concilia,713174.73,713174.73,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-bensusan-daniel-pablo,Daniel Pablo Bensusán,2023,Anual,0,710430,cierre,131197981.84,131197981.84,1.0,concilia,1025073.19,1025073.19,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-bensusan-daniel-pablo,Daniel Pablo Bensusán,2024,Anual,0,777440,cierre,187838136.86,187838136.86,1.0,concilia,4874352.33,4874352.33,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-bullrich-patricia,Patricia Bullrich,2022,Anual,0,676249,cierre,24621661.28,24621661.28,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-bullrich-patricia,Patricia Bullrich,2023,Anual,0,707707,cierre,60700542.63,60700542.63,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-bullrich-patricia,Patricia Bullrich,2024,Anual,0,781994,cierre,188341118.24,188341118.24,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-coto-agustin-pedro,Agustín Pedro Coto,2024,Anual,0,822384,cierre,70662872.87,70662872.87,1.0,concilia,2162.03,0.0,,detalle_ausente,detalle_ausente_o_cero,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-fama-flavio-sergio,Flavio Sergio Fama,2022,Anual,0,653138,cierre,25816381.61,25816381.61,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-fama-flavio-sergio,Flavio Sergio Fama,2023,Anual,0,758261,cierre,112704459.69,112704459.69,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-fama-flavio-sergio,Flavio Sergio Fama,2024,Anual,0,769601,cierre,133822007.4,133822007.4,1.0,concilia,0.0,0.0,,concilia_cero,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-fernandez-sagasti-anabel,Anabel Fernández Sagasti,2022,Anual,0,658359,cierre,23765349.42,23765349.42,1.0,concilia,2517393.05,2517393.05,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
sen-fernandez-sagasti-anabel,Anabel Fernández Sagasti,2023,Anual,0,742369,cierre,52207460.67,52207460.67,1.0,concilia,1929660.51,1929660.51,1.0,concilia,concilia,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales
