date,original,sa,tc,population,pc_sa_raw,pc_tc_raw,sa_nov2023_100,tc_nov2023_100,pc_sa_raw_nov2023_100,pc_tc_raw_nov2023_100,running_peak_sa,drawdown_sa_pct,running_peak_pc,drawdown_pc_pct,gap_nov2023,cum_loss_months_base,cum_recovery_months_base,cum_net_months_base
2008-04,145.28049855207212,135.77171533194928,134.56982378394784,40969043.93561964,3.3140074136293316e-06,3.284670835751406e-06,92.76567596190753,92.78793247519668,104.70922458236483,104.73434661402415,135.77171533194928,0.0,3.3140074136293316e-06,0.0,-0.07234324038092466,0.0,0.0,0.0
2008-05,154.15616391286648,134.86568584437137,134.45637396260904,41002971.268758394,3.289168605864675e-06,3.279186112667305e-06,92.14663364038206,92.70970710441364,103.9244187639194,104.5594618486103,135.77171533194928,-0.6673182889107343,3.3140074136293316e-06,-0.7495097223531588,-0.07853366359617941,0.0,0.0,0.0
2008-06,140.50348421669764,133.42956186626603,134.0834201204926,41038029.51300177,3.25136375819391e-06,3.2672967418674905e-06,91.16540561900568,92.45254977934927,102.72993854978945,104.18035978796634,135.77171533194928,-1.7250673013572082,3.3140074136293316e-06,-1.8902690192481364,-0.0883459438099432,0.0,0.0,0.0
2008-07,136.63868805371584,135.2705449851025,133.45100930890266,41071956.846140526,3.293501341848378e-06,3.2492001734619775e-06,92.42325260897546,92.01649294259066,104.06131568916702,103.60333628616578,135.77171533194928,-0.3691272115266875,3.3140074136293316e-06,-0.6187696411486421,-0.07576747391024541,0.0,0.0,0.0
2008-08,131.34092143552698,135.69670899087814,132.57920516140484,41109121.584412254,3.3008905021782705e-06,3.225055658004529e-06,92.71442807191895,91.41537077348165,104.29478325634136,102.83346917399605,135.77171533194928,-0.05524445271075651,3.3140074136293316e-06,-0.39580211550269695,-0.07285571928081058,0.0,0.0,0.0
2008-09,132.18593848988462,135.88745052008764,131.5062394155676,41146286.32268399,3.3025447170228034e-06,3.1960658219370838e-06,92.84475173210005,90.67554463435563,104.34704975186919,101.90910515373434,135.88745052008764,0.0,3.3140074136293316e-06,-0.3458862692758635,-0.0715524826789995,0.0,0.0,0.0
2008-10,130.39517884255912,132.51868206161774,130.28874097407365,41182252.19843082,3.217859028765482e-06,3.163710919604297e-06,90.5430493307931,89.83606101164264,101.67132467226327,100.87744331453219,135.88745052008764,-2.4790872487315596,3.3140074136293316e-06,-2.901272473574601,-0.0945695066920691,0.0,0.0,0.0
2008-11,125.52756329262156,130.34293540775275,128.9977459211868,41219416.93670256,3.1621731963824288e-06,3.129538346437034e-06,89.05647601488427,88.9459003617677,99.91187769424114,99.78782359256864,135.88745052008764,-4.080226018748712,3.3140074136293316e-06,-4.5815895469172085,-0.10943523985115733,0.0,0.0,0.0
2008-12,123.46600579407662,125.16364109091062,127.71129410035056,41255382.81244939,3.033874189458272e-06,3.0956274162074163e-06,85.51773646863309,88.0588723392298,95.85814822023143,98.7065465641323,135.88745052008764,-7.891684911397889,3.3140074136293316e-06,-8.453005355961828,-0.14482263531366912,0.0,0.0,0.0
2009-01,116.75841920206521,124.28562247687007,126.51485952450585,41292547.550721124,3.009880228973656e-06,3.0638666546088756e-06,84.9178325045455,87.2339125710376,95.1000361572736,97.69382937561501,135.88745052008764,-8.537821556599534,3.3140074136293316e-06,-9.177021855923096,-0.15082167495454502,0.0,0.0,0.0
2009-02,114.85886148592792,126.25309492017813,125.48951494382725,41329712.28899285,3.0547779775810955e-06,3.0363026499279134e-06,86.2621030007506,86.52692194683524,96.51862334052629,96.81492912512276,135.88745052008764,-7.089952429775925,3.3140074136293316e-06,-7.8222346450438796,-0.137378969992494,0.0,0.0,0.0
2009-03,126.16560261026108,123.44938283928373,124.70383014653524,41363280.4396899,2.984516255166952e-06,3.0148438136661037e-06,84.34647391886972,85.98518037455702,94.29863721691372,96.13069703388375,135.88745052008764,-9.153212922311205,3.3140074136293316e-06,-9.942378436068056,-0.15653526081130287,0.0,0.0,0.0
2009-04,127.9905588745035,121.7610204389685,124.20786246308982,41400445.177961625,2.941055824776121e-06,3.000157653599542e-06,83.19290464303796,85.64320314201417,92.9254634733897,95.66241711916638,135.88745052008764,-10.39568409522179,3.3140074136293316e-06,-11.25379464509927,-0.16807095356962032,0.0,0.0,0.0
2009-05,133.03567047814315,121.10714093030056,124.02965360309867,41436411.053708464,2.9227227419219685e-06,2.9932528046971938e-06,82.74614314731024,85.5203254328638,92.34621223756935,95.44225051057207,135.88745052008764,-10.876876071497254,3.3140074136293316e-06,-11.806994459280585,-0.17253856852689764,0.0,0.0,0.0
2009-06,129.31265804805898,122.54862483482249,124.17620579445102,41473575.79198019,2.9548603537223793e-06,2.99410415965298e-06,83.73103332465132,85.62137538933196,93.36163072990904,95.46939664164262,135.88745052008764,-9.816083556070055,3.3140074136293316e-06,-10.837243707721,-0.16268966675348684,0.0,0.0,0.0
2009-07,127.3630583750141,124.74316928764071,124.63140592081291,41509541.66772703,3.0051685534419286e-06,3.0024760793182097e-06,85.23045018843924,85.9352427735635,94.9511662756367,95.73634197037974,135.88745052008764,-8.201111426988994,3.3140074136293316e-06,-9.319196418126852,-0.14769549811560767,0.0,0.0,0.0
