"cd_periodo","tx_asistencia","tx_edad","nu_valor"
"201704","Hipotecarios / Mortgage-backed loans","70 - 74","0,185338695312918"
"201704","Hipotecarios / Mortgage-backed loans","75 - 79","0,111858324720242"
"201704","Hipotecarios / Mortgage-backed loans","80 - 84","0,0890159289059447"
"201704","Hipotecarios / Mortgage-backed loans","85 - 89","0,103723562535956"
"201704","Hipotecarios / Mortgage-backed loans","TOTAL","0,581800196063869"
"201704","Personales / Personal Loans","15 - 19","0,652349344184037"
"201704","Personales / Personal Loans","20 - 24","9,61470255514634"
"201704","Personales / Personal Loans","25 - 29","22,2531371909399"
"201704","Personales / Personal Loans","30 - 34","29,6382285307171"
"201704","Personales / Personal Loans","35 - 39","33,5078115800428"
"201704","Personales / Personal Loans","40 - 44","32,3491039890891"
"201704","Personales / Personal Loans","45 - 49","33,8588775504745"
"201704","Personales / Personal Loans","50 - 54","33,2609697269058"
"201704","Personales / Personal Loans","55 - 59","31,176502863951"
"201704","Personales / Personal Loans","60 - 64","34,906850738514"
"201704","Personales / Personal Loans","65 - 69","40,0262734921818"
"201704","Personales / Personal Loans","70 - 74","40,866898427906"
"201704","Personales / Personal Loans","75 - 79","35,8973498525707"
"201704","Personales / Personal Loans","80 - 84","26,3094820097159"
"201704","Personales / Personal Loans","85 - 89","14,0962021872635"
"201704","Personales / Personal Loans","TOTAL","26,0864752184141"
"201704","Prendarios / Pledge-backed loans","15 - 19","0,0177593144052192"
"201704","Prendarios / Pledge-backed loans","20 - 24","0,470625874421698"
"201704","Prendarios / Pledge-backed loans","25 - 29","1,17710439355007"
"201704","Prendarios / Pledge-backed loans","30 - 34","1,75455013918366"
"201704","Prendarios / Pledge-backed loans","35 - 39","2,15490765818091"
"201704","Prendarios / Pledge-backed loans","40 - 44","2,17334974412126"
"201704","Prendarios / Pledge-backed loans","45 - 49","2,24852869704348"
"201704","Prendarios / Pledge-backed loans","50 - 54","2,26778718823043"
"201704","Prendarios / Pledge-backed loans","55 - 59","2,12239055160696"
"201704","Prendarios / Pledge-backed loans","60 - 64","1,92001650359542"
"201704","Prendarios / Pledge-backed loans","65 - 69","1,58981956199406"
"201704","Prendarios / Pledge-backed loans","70 - 74","0,79407694840852"
"201704","Prendarios / Pledge-backed loans","75 - 79","0,182440927618715"
"201704","Prendarios / Pledge-backed loans","80 - 84","0,0550580004714547"
"201704","Prendarios / Pledge-backed loans","85 - 89","0,0308903505913093"
"201704","Prendarios / Pledge-backed Loans","TOTAL","1,41070478224799"
"201704","Tarjetas de crédito / Credit cards","15 - 19","0,676558841581232"
"201704","Tarjetas de crédito / Credit cards","20 - 24","14,1101755931219"
"201704","Tarjetas de crédito / Credit cards","25 - 29","33,7386198511313"
"201704","Tarjetas de crédito / Credit cards","30 - 34","45,8254882657752"
"201704","Tarjetas de crédito / Credit cards","35 - 39","51,9866460012793"
"201704","Tarjetas de crédito / Credit cards","40 - 44","50,3256385126922"
"201704","Tarjetas de crédito / Credit cards","45 - 49","52,1237338934456"
"201704","Tarjetas de crédito / Credit cards","50 - 54","52,0191083584741"
"201704","Tarjetas de crédito / Credit cards","55 - 59","50,3677183823918"
"201704","Tarjetas de crédito / Credit cards","60 - 64","52,3247475342842"
"201704","Tarjetas de crédito / Credit cards","65 - 69","52,8519195728619"
"201704","Tarjetas de crédito / Credit cards","70 - 74","48,9291722295312"
"201704","Tarjetas de crédito / Credit cards","75 - 79","39,5105974576839"
"201704","Tarjetas de crédito / Credit cards","80 - 84","28,039687916747"
"201704","Tarjetas de crédito / Credit cards","85 - 89","17,3207013526572"
"201704","Tarjetas de crédito / Credit Cards","TOTAL","38,5199411191038"
"201705","Adelantos / Overdrafts","15 - 19","0,135681162055875"
"201705","Adelantos / Overdrafts","20 - 24","2,44053652302197"
"201705","Adelantos / Overdrafts","25 - 29","6,02164474223603"
"201705","Adelantos / Overdrafts","30 - 34","8,67446120138397"
