persona_id,persona,ambito,poder,nivel_cargo,cargo,jurisdiccion,partido_o_alianza,mandato_inicio,mandato_fin,estado_actividad,fuente_padron_url,fuente_padron_local,regimen_ddjj_actual,estado_ddjj_cargo_actual,detalle_ddjj_cargo_actual,fuente_ddjj_actual_url,oa_historial_2017_2024_estado,oa_historial_nombres,oa_anios_2017_2024,oa_cantidad_anios_2017_2024,oa_primer_anio,oa_ultimo_anio,serie_tab_id,nota_cobertura
dip-schneider-dario,Darío Schneider,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Entre Rios,UCR - UNIÓN CÍVICA RADICAL,10/12/2025,09/12/2029,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,sin_presentacion_localizada_en_listados_2025_2026,,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,0,,,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-selva-sabrina,Sabrina Selva,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Buenos Aires,UNIÓN POR LA PATRIA,10/12/2023,09/12/2027,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,SELVA SABRINA,2022|2023|2024,3,2022,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-serquis-adriana-cristina,Adriana Cristina Serquis,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Rio Negro,UNIÓN POR LA PATRIA,10/12/2025,09/12/2029,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025 | INICIAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,SERQUIS ADRIANA CRISTINA,2021|2022|2023|2024,4,2021,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-siley-vanesa-raquel,Vanesa Raquel Siley,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Buenos Aires,UNIÓN POR LA PATRIA,10/12/2025,09/12/2029,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,SILEY VANESA RAQUEL,2017|2018|2019|2020|2021|2022|2023|2024,8,2017,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-snopek-guillermo,Guillermo Snopek,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Jujuy,UNIÓN POR LA PATRIA,10/12/2023,09/12/2027,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,sin_presentacion_localizada_en_listados_2025_2026,,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,SNOPEK GUILLERMO EUGENIO MA,2017|2018|2019|2020|2021|2022|2023|2024,8,2017,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-soldano-laura,Laura Soldano,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Cordoba,LA LIBERTAD AVANZA,10/12/2025,09/12/2029,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,sin_presentacion_localizada_en_listados_2025_2026,,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,0,,,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-strada-julia,Julia Strada,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Buenos Aires,UNIÓN POR LA PATRIA,10/12/2023,09/12/2027,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,sin_presentacion_localizada_en_listados_2025_2026,,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,0,,,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-taiana-jorge,Jorge Taiana,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Buenos Aires,UNIÓN POR LA PATRIA,10/12/2025,09/12/2029,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,INICIAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,TAIANA JORGE ENRIQUE,2017|2018|2019|2020|2021|2022|2023|2024,8,2017,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-tailhade-rodolfo,Rodolfo Tailhade,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Buenos Aires,UNIÓN POR LA PATRIA,10/12/2023,09/12/2027,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,sin_presentacion_localizada_en_listados_2025_2026,,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,0,,,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-tepp-caren,Caren Tepp,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Santa Fe,UNIÓN POR LA PATRIA,10/12/2025,09/12/2029,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025 | INICIAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,TEPP CAREN ESTEFANIA,2024,1,2024,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-tita-paulo-agustin,Paulo Agustín Tita,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Tierra Del Fuego,UNIÓN POR LA PATRIA,10/12/2025,09/12/2029,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,INICIAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,TITA PAULO AGUSTIN,2024,1,2024,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-todero-pablo,Pablo Todero,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Neuquen,UNIÓN POR LA PATRIA,10/12/2023,09/12/2027,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,TODERO PABLO ALEJANDRO,2020|2021|2022|2023|2024,5,2020,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-tolosa-paz-victoria,Victoria Tolosa Paz,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Buenos Aires,UNIÓN POR LA PATRIA,10/12/2023,09/12/2027,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,sin_presentacion_localizada_en_listados_2025_2026,,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,TOLOSA PAZ VICTORIA,2019|2020|2021|2022|2023|2024,6,2019,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-tomassoni-yamile,Yamile Tomassoni,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Santa Fe,LA LIBERTAD AVANZA,10/12/2025,09/12/2029,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025 | INICIAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,TOMASSONI YAMILE VANESA,2022|2024,2,2022,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-torres-ruben-dario,Rubén Darío Torres,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Buenos Aires,LA LIBERTAD AVANZA,10/12/2025,09/12/2029,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025 | INICIAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,0,,,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-torres-alejandra,Alejandra Torres,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Cordoba,PROVINCIAS UNIDAS,10/12/2023,09/12/2027,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,sin_presentacion_localizada_en_listados_2025_2026,,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,0,,,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-tortoriello-anibal,Aníbal Tortoriello,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Rio Negro,LA LIBERTAD AVANZA,10/12/2025,09/12/2029,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,TORTORIELLO ANIBAL ANTONIO,2021|2022|2023|2024,4,2021,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-tournier-jose-federico,José Federico Tournier,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Corrientes,LA LIBERTAD AVANZA,14/08/2024,09/12/2027,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,sin_presentacion_localizada_en_listados_2025_2026,,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,TOURNIER JOSE FEDERICO,2023,1,2023,2023,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-treffinger-cesar,César Treffinger,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Chubut,LA LIBERTAD AVANZA,10/12/2023,09/12/2027,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,TREFFINGER CESAR HERNAN,2022|2023|2024,3,2022,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-trotta-nicolas-alfredo,Nicolás Alfredo Trotta,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Buenos Aires,UNIÓN POR LA PATRIA,10/12/2025,09/12/2029,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025 | INICIAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,TROTTA NICOLAS ALFREDO,2019|2020|2021|2024,4,2019,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-urien-hernan,Hernán Urien,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Buenos Aires,LA LIBERTAD AVANZA,10/12/2025,09/12/2029,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025 | INICIAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,URIEN HERNAN,2024,1,2024,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-valdes-eduardo-felix,Eduardo Félix Valdés,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Ciudad De Buenos Aires,UNIÓN POR LA PATRIA,10/12/2023,09/12/2027,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,VALDES EDUARDO FELIX,2017|2018|2019|2020|2021|2022|2023|2024,8,2017,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-vancsik-daniel,Daniel Vancsik,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Misiones,ARGENTINA FEDERAL,10/12/2023,09/12/2027,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,VANCSIK DANIEL ALFREDO,2022|2023|2024,3,2022,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-vasquez-patricia,Patricia Vásquez,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Buenos Aires,LA LIBERTAD AVANZA,10/12/2023,09/12/2027,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,VASQUEZ PATRICIA MARIA,2017|2018|2019|2020|2022|2023|2024,7,2017,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-vega-yolanda,Yolanda Vega,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Salta,ARGENTINA FEDERAL,10/12/2023,09/12/2027,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,VEGA YOLANDA GRACIELA,2023|2024,2,2023,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-velazquez-m-elena,M. Elena Velázquez,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Buenos Aires,UNIÓN POR LA PATRIA,10/12/2025,09/12/2029,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,sin_presentacion_localizada_en_listados_2025_2026,,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,0,,,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-vera-andrea-fernanda,Andrea Fernanda Vera,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Buenos Aires,LA LIBERTAD AVANZA,10/12/2025,09/12/2029,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,INICIAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,0,,,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-verasay-pamela-fernanda,Pamela Fernanda Verasay,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Mendoza,UCR - UNIÓN CÍVICA RADICAL,10/12/2025,09/12/2029,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,VERASAY PAMELA FERNANDA,2017|2018|2019|2020|2021|2022|2023|2024,8,2017,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-villaverde-lorena,Lorena Villaverde,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Rio Negro,LA LIBERTAD AVANZA,10/12/2023,09/12/2027,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,sin_presentacion_localizada_en_listados_2025_2026,,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,0,,,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-visconti-gino,Gino Visconti,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,La Rioja,LA LIBERTAD AVANZA,10/12/2025,09/12/2029,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025 | INICIAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,0,,,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-volnovich-luana,Luana Volnovich,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Buenos Aires,UNIÓN POR LA PATRIA,10/12/2023,09/12/2027,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,VOLNOVICH LUANA,2017|2018|2019|2020|2021|2022|2023|2024,8,2017,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-yasky-hugo,Hugo Yasky,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Buenos Aires,UNIÓN POR LA PATRIA,10/12/2025,09/12/2029,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,YASKY HUGO RUBEN,2017|2018|2019|2020|2021|2022|2023|2024,8,2017,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-yedlin-pablo-raul,Pablo Raúl Yedlin,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Tucuman,UNIÓN POR LA PATRIA,10/12/2023,09/12/2027,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,YEDLIN PABLO RAUL,2017|2018|2019|2020|2021|2022|2023|2024,8,2017,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-yeza-martin,Martín Yeza,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Buenos Aires,PRO,10/12/2023,09/12/2027,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,YEZA MARTIN IVAN,2022|2023|2024,3,2022,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-zago-oscar,Oscar Zago,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Ciudad De Buenos Aires,MID - MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO,10/12/2023,09/12/2027,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,ZAGO OSCAR ROBERTO,2022|2023|2024,3,2022,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-zapata-carlos-raul,Carlos Raúl Zapata,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Salta,LA LIBERTAD AVANZA,10/12/2025,09/12/2029,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,sin_presentacion_localizada_en_listados_2025_2026,,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,ZAPATA CARLOS RAUL,2017|2021|2022|2023|2024,5,2017,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-zaracho-natalia,Natalia Zaracho,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Buenos Aires,UNIÓN POR LA PATRIA,10/12/2023,09/12/2027,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,ANUAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,ZARACHO NATALIA BEATRIZ,2018|2021|2022|2023|2024,5,2018,2024,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
dip-zigaran-maria-ines,María Inés Zigarán,Nacional,Legislativo,Diputados nacionales,Diputado/a nacional,Jujuy,PROVINCIAS UNIDAS,10/12/2025,09/12/2029,activo_al_2026-09-01,https://www.hcdn.gob.ar/diputados/,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,Cámara de Diputados · Ley 25.188 / DSAD 545/2025,presentacion_2025_2026_localizada,INICIAL 2025,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,0,,,,"La Cámara publica cumplimiento. El cruce OA es nominal y no sustituye la verificación de CUIT, organismo y cargo antes de sumar una serie."
