"codigo_entidad","entidad","fecha_informacion","producto","nombre_corto","denominacion","beneficiario","tipo_tasa","monto_minimo","monto_maximo","plazo_maximo_meses","ingreso_minimo","relacion_cuota_ingreso_pct","tea_max_pct","cftea_max_pct","brecha_cftea_tea_pp","cftea_real_vs_ipc_jul2026_pct","cuota_inicial_cada_10k","territorio","mas_informacion","fuente_corte","fuente_url"
"7","BANCO DE GALICIA Y BUENOS AIRES S.A.","2026-06-12","PRESTAMOPERSONAL","PP","Pesos","Todos los beneficiarios","Fija","500","24800000","72","310000","30","283","398","115","272,125877","1442","0",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"11","BANCO DE LA NACION ARGENTINA","2026-08-14","ADELANTO DE HABERES","ADELANTO DE HABERES","Pesos","Clientes que acrediten sueldos en la entidad","Fija","50000","1000000","1","417588","50","140,51","186,76","46,25","114,278748","10918","0",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"11","BANCO DE LA NACION ARGENTINA","2026-08-14","MAS AUTOS CON BNA","MAS AUTOS","Pesos","Todos los beneficiarios","Fija","1000000","100000000","72","163735","30","57,05","72,3","15,25","28,749575","491","0",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"11","BANCO DE LA NACION ARGENTINA","2026-08-14","NACION PERSONALES LIBRE DESTINO TRAMO IV","NACION LIBRE DESTINO","Pesos","Clientes con cuenta en la entidad","Fija","1000000","50000000","72","455153","30","140,4","186,76","46,36","114,278748","922","0",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"11","BANCO DE LA NACION ARGENTINA","2026-08-14","NACION PREVISIONAL","NACION PREVISIONAL","Pesos","Clientes que acrediten sueldos en la entidad","Fija","1000000","50000000","72","193357","35","72,92","93,32","20,4","44,456575","677","0",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"11","BANCO DE LA NACION ARGENTINA","2026-08-14","NACION SUELDOS TRAMO III","NACION SUELDOS","Pesos","Clientes que acrediten sueldos en la entidad","Fija","1000000","100000000","72","421284","35","72,86","93,32","20,46","44,456575","583","0",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"14","BANCO DE LA PROVINCIA DE BUENOS AIRES","2026-08-07","PRESTAMO PERSONAL PROVINCIA","PRESTAMO PERSONAL","Pesos","Personas humanas en relación de dependencia","Fija","100000","3000000","24","1300","30","159,14","159,14","0","93,639959","9703","1","0","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"14","BANCO DE LA PROVINCIA DE BUENOS AIRES","2026-08-07","PRESTAMO PERSONAL PROVINCIA","PRESTAMO PERSONAL","Pesos","Personas humanas en relación de dependencia","Fija","100000","3000000","24","1300","30","159,14","159,14","0","93,639959","9703","2","0","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"14","BANCO DE LA PROVINCIA DE BUENOS AIRES","2026-08-07","PRESTAMO PERSONAL UVA","UVA","Pesos","Clientes que acrediten sueldos en la entidad","Fija","100000","50000000","24","1300","35","28,07","28,07","0","-4,300881","5337","1","0","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"14","BANCO DE LA PROVINCIA DE BUENOS AIRES","2026-08-07","PRESTAMO PERSONAL UVA","UVA","Pesos","Clientes que acrediten sueldos en la entidad","Fija","100000","50000000","24","1300","35","28,07","28,07","0","-4,300881","5337","2","0","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"15","INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.","2026-03-10","PRESTAMO PERSONAL PESOS CARTERA GENERAL TASA FIJA","PP $ C.GRAL T.F","Pesos","Clientes con cuenta en la entidad","Fija","20000","145000000","96","1000000","30","147,19","196,44","49,25","121,512038","94840","0","CAMPO 1: POR SUCURSAL, CAMPO 7: ACREDITA HABERES PARA CABA GBA Y PATAGONIA, CAMPO 16: 96 MESES","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"15","INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.","2026-03-10","PRESTAMO PERSONAL PESOS CARTERA GENERAL TASA FIJA","PP $ C.GRAL T.F","Pesos","Clientes con cuenta en la entidad","Fija","20000","145000000","96","0","30","147,19","196,44","49,25","121,512038","94840","0","CAMPO 1: POR SUCURSAL, CAMPO 7: NO ACREDITA HABERES PARA INTERIOR, CAMPO 16: 96 MESES                                   INGRESO MINIMO: N A","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"15","INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.","2026-03-10","PRESTAMO PERSONAL PESOS CARTERA GENERAL TASA FIJA","PP $ C.GRAL T.F","Pesos","Clientes con cuenta en la entidad","Fija","20000","145000000","96","0","30","147,19","196,44","49,25","121,512038","94840","0","CAMPO 1: POR SUCURSAL, CAMPO 7: NO ACREDITA HABERES PARA CABA GBA Y PATAGONIA, CAMPO 16: 96 MESES                       INGRESO MINIMO: N A","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"15","INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.","2026-03-10","PRESTAMO PERSONAL PESOS CARTERA GENERAL TASA FIJA","PP $ C.GRAL T.F","Pesos","Clientes con cuenta en la entidad","Fija","20000","145000000","96","1000000","30","147,19","196,44","49,25","121,512038","94840","0","CAMPO 1: POR SUCURSAL, CAMPO 7: ACREDITA HABERES PARA INTERIOR, CAMPO 16: 96 MESES","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"15","INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.","2026-03-10","PRESTAMO PERSONAL PESOS CARTERA GENERAL TASA FIJA","PP $ C.GRAL T.F","Pesos","Todos los beneficiarios","Fija","20000","145000000","96","1250000","30","147,19","196,44","49,25","121,512038","94840","0","CAMPO 1: POR SUCURSAL, CAMPO 7: ACREDITA HABERES PARA INTERIOR, CAMPO 16: 96 MESES                                      TODOS LOS BENEFICIARIOS SE REFIERE A CLIENTES NUEVOS  EN REL DE DEPEND, MONOTRIBUTISTAS, RESP INSCRIPTOS Y EMP PUBLICOS","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"15","INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.","2026-03-10","PRESTAMO PERSONAL PESOS CARTERA GENERAL TASA FIJA","PP $ C.GRAL T.","Pesos","Todos los beneficiarios","Fija","20000","145000000","96","1250000","30","147,19","196,44","49,25","121,512038","94840","0","CAMPO 1: POR SUCURSAL, CAMPO 7:ACREDITA HABERES PARA CABA, GBA Y PATAGONIA. CAMPO 16:96 MESES                           TODOS LOS BENEFICIARIOS SE REFIERE A CLIENTES NUEVOS  EN REL DE DEPEND, MONOTRIBUTISTAS, RESP INSCRIPTOS Y EMP PUBLICOS","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"15","INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.","2026-03-10","PRESTAMO PERSONAL PESOS CARTERA GENERAL TASA FIJA","PP $ C.GRAL T.F","Pesos","Todos los beneficiarios","Fija","20000","26000000","96","1400000","30","147,19","196,44","49,25","121,512038","94840","0","CAMPO 1: POR SUCURSAL, CAMPO 7: NO ACREDITA HABERES PARA INTERIOR, CAMPO 16: 96 MESES                                   TODOS LOS BENEFICIARIOS SE REFIERE A CLIENTES NUEVOS  EN REL DE DEPEND, MONOTRIBUTISTAS, RESP INSCRIPTOS Y EMP PUBLICOS","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"15","INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.","2026-03-10","PRESTAMO PERSONAL PESOS CARTERA GENERAL TASA FIJA","PP $ C.GRAL T.F","Pesos","Todos los beneficiarios","Fija","20000","26000000","96","1400000","30","147,19","196,44","49,25","121,512038","94840","0","CAMPO 1: POR SUCURSAL, CAMPO 7: NO ACREDITA HABERES PARA CABA GBA Y PATAGONIA, CAMPO 16: 96 MESES                       TODOS LOS BENEFICIARIOS SE REFIERE A CLIENTES NUEVOS  EN REL DE DEPEND, MONOTRIBUTISTAS, RESP INSCRIPTOS Y EMP PUBLICOS","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"17","BANCO BBVA ARGENTINA S.A.","2026-08-27","PRESTAMOS PERSONAL","PRESTAMO PERSONAL","Pesos","Beneficiarios de cuentas de la seguridad social","Fija","1000","70000000","72","272000","30","158,91","207,94","49,03","130,105306","1011","0","SI TRANSCURRIERON AL MENOS DESDE SU OTORGAMIENTO 180 DIAS O PORC DEL PLAZO TOTAL ORIGINAL DE AMBAS CONDICIONES LA MAYOR SIN CARGO","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"17","BANCO BBVA ARGENTINA S.A.","2026-08-27","PRESTAMOS PERSONAL","PRESTAMO PERSONAL","Pesos","Clientes con cuenta en la entidad","Fija","1000","70000000","72","272000","30","158,91","207,94","49,03","130,105306","1011","0","SI TRANSCURRIERON AL MENOS DESDE SU OTORGAMIENTO 180 DIAS O PORC DEL PLAZO TOTAL ORIGINAL DE AMBAS CONDICIONES LA MAYOR SIN CARGO","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"17","BANCO BBVA ARGENTINA S.A.","2026-08-27","PRESTAMOS PERSONAL","PRESTAMO PERSONAL","Pesos","Clientes que acrediten sueldos en la entidad","Fija","1000","70000000","72","272000","30","158,91","207,94","49,03","130,105306","1011","0","SI TRANSCURRIERON AL MENOS DESDE SU OTORGAMIENTO 180 DIAS O PORC DEL PLAZO TOTAL ORIGINAL DE AMBAS CONDICIONES LA MAYOR SIN CARGO","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"17","BANCO BBVA ARGENTINA S.A.","2026-08-27","PRESTAMOS PERSONAL","PRESTAMO PERSONAL","Pesos","Empleados públicos","Fija","1000","70000000","72","272000","30","158,91","207,94","49,03","130,105306","1011","0","SI TRANSCURRIERON AL MENOS DESDE SU OTORGAMIENTO 180 DIAS O PORC DEL PLAZO TOTAL ORIGINAL DE AMBAS CONDICIONES LA MAYOR SIN CARGO","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"17","BANCO BBVA ARGENTINA S.A.","2026-08-27","PRESTAMOS PERSONAL","PRESTAMO PERSONAL","Pesos","Personas humanas en relación de dependencia","Fija","1000","70000000","72","272000","30","158,91","207,94","49,03","130,105306","1011","0","SI TRANSCURRIERON AL MENOS DESDE SU OTORGAMIENTO 180 DIAS O PORC DEL PLAZO TOTAL ORIGINAL DE AMBAS CONDICIONES LA MAYOR SIN CARGO","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"17","BANCO BBVA ARGENTINA S.A.","2026-08-27","PRESTAMOS PERSONAL","PRESTAMO PERSONAL","Pesos","Personas humanas Monotributistas","Fija","1000","70000000","72","272000","30","158,91","207,94","49,03","130,105306","1011","0","SI TRANSCURRIERON AL MENOS DESDE SU OTORGAMIENTO 180 DIAS O PORC DEL PLAZO TOTAL ORIGINAL DE AMBAS CONDICIONES LA MAYOR SIN CARGO","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"17","BANCO BBVA ARGENTINA S.A.","2026-08-27","PRESTAMOS PERSONAL","PRESTAMO PERSONAL","Pesos","Personas humanas Responsables Inscriptos","Fija","1000","70000000","72","272000","30","158,91","207,94","49,03","130,105306","1011","0","SI TRANSCURRIERON AL MENOS DESDE SU OTORGAMIENTO 180 DIAS O PORC DEL PLAZO TOTAL ORIGINAL DE AMBAS CONDICIONES LA MAYOR SIN CARGO","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"20","BANCO DE LA PROVINCIA DE CORDOBA S.A.","2026-06-11","PRESTAMO PERSONAL  MULTIDESTINO","PP MULTIDESTINO","Pesos","Beneficiarios de cuentas de la seguridad social","Fija","1000","138720000","72","357800","30","58,59","74,34","15,75","30,273947","50169","4",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"20","BANCO DE LA PROVINCIA DE CORDOBA S.A.","2026-06-11","PRESTAMO PERSONAL  MULTIDESTINO","PP MULTIDESTINO","Pesos","Clientes con cuenta en la entidad","Fija","1000","138720000","72","715600","30","58,59","74,34","15,75","30,273947","50169","4",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"20","BANCO DE LA PROVINCIA DE CORDOBA S.A.","2026-06-11","PRESTAMO PERSONAL  MULTIDESTINO","PP MULTIDESTINO","Pesos","Clientes que acrediten sueldos en la entidad","Fija","1000","138720000","72","357800","30","58,59","74,34","15,75","30,273947","50169","4",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"20","BANCO DE LA PROVINCIA DE CORDOBA S.A.","2026-06-11","PRESTAMO PERSONAL  MULTIDESTINO","PP MULTIDESTINO","Pesos","Empleados públicos","Fija","1000","138720000","72","357800","30","58,59","74,34","15,75","30,273947","50169","4",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"20","BANCO DE LA PROVINCIA DE CORDOBA S.A.","2026-06-11","PRESTAMO PERSONAL  MULTIDESTINO","PP MULTIDESTINO","Pesos","Personas humanas en relación de dependencia","Fija","1000","138720000","72","357800","30","58,59","74,34","15,75","30,273947","50169","4",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"20","BANCO DE LA PROVINCIA DE CORDOBA S.A.","2026-06-11","PRESTAMO PERSONAL  MULTIDESTINO","PP MULTIDESTINO","Pesos","Personas humanas Monotributistas","Fija","1000","138720000","72","715600","30","58,59","74,34","15,75","30,273947","50169","4",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"20","BANCO DE LA PROVINCIA DE CORDOBA S.A.","2026-06-11","PRESTAMO PERSONAL  MULTIDESTINO","PP MULTIDESTINO","Pesos","Personas humanas Responsables Inscriptos","Fija","1000","138720000","72","715600","30","58,59","74,34","15,75","30,273947","50169","4",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Beneficiarios de cuentas de la seguridad social","Fija","6000","75000000","60","101000","50","151,94","203,27","51,33","126,615692","110681","24",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Beneficiarios de cuentas de la seguridad social","Fija","6000","75000000","60","101000","50","151,94","203,27","51,33","126,615692","110681","19",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Beneficiarios de cuentas de la seguridad social","Fija","6000","75000000","60","101000","50","151,94","203,27","51,33","126,615692","110681","21",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Beneficiarios de cuentas de la seguridad social","Fija","6000","75000000","60","101000","50","151,94","203,27","51,33","126,615692","110681","18",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Beneficiarios de cuentas de la seguridad social","Fija","6000","75000000","60","101000","50","151,94","203,27","51,33","126,615692","110681","4",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Beneficiarios de cuentas de la seguridad social","Fija","6000","75000000","60","101000","50","151,94","203,27","51,33","126,615692","110681","13",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Beneficiarios de cuentas de la seguridad social","Fija","6000","75000000","60","101000","50","151,94","203,27","51,33","126,615692","110681","2",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Beneficiarios de cuentas de la seguridad social","Fija","6000","75000000","60","101000","50","151,94","203,27","51,33","126,615692","110681","1",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Clientes con cuenta en la entidad","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","4",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Clientes con cuenta en la entidad","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","19",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Clientes con cuenta en la entidad","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","24",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Clientes con cuenta en la entidad","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","1",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Clientes con cuenta en la entidad","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","18",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Clientes con cuenta en la entidad","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","13",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Clientes con cuenta en la entidad","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","2",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Clientes con cuenta en la entidad","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","21",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Clientes que acrediten sueldos en la entidad","Fija","10000","75000000","72","280000","30","315,12","448,63","133,51","309,958674","158142","24",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Clientes que acrediten sueldos en la entidad","Fija","10000","75000000","72","280000","30","315,12","448,63","133,51","309,958674","158142","4",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Clientes que acrediten sueldos en la entidad","Fija","10000","75000000","72","280000","30","315,12","448,63","133,51","309,958674","158142","13",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Clientes que acrediten sueldos en la entidad","Fija","10000","75000000","72","280000","30","315,12","448,63","133,51","309,958674","158142","18",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Clientes que acrediten sueldos en la entidad","Fija","10000","75000000","72","280000","30","315,12","448,63","133,51","309,958674","158142","21",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Clientes que acrediten sueldos en la entidad","Fija","10000","75000000","72","280000","30","315,12","448,63","133,51","309,958674","158142","19",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Clientes que acrediten sueldos en la entidad","Fija","10000","75000000","72","280000","30","315,12","448,63","133,51","309,958674","158142","2",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Clientes que acrediten sueldos en la entidad","Fija","10000","75000000","72","280000","30","315,12","448,63","133,51","309,958674","158142","1",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Personas humanas en relación de dependencia","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","2",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Personas humanas en relación de dependencia","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","13",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Personas humanas en relación de dependencia","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","18",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Personas humanas en relación de dependencia","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","19",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Personas humanas en relación de dependencia","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","4",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Personas humanas en relación de dependencia","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","1",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Personas humanas en relación de dependencia","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","24",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Personas humanas en relación de dependencia","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","21",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Personas humanas Monotributistas","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","2",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Personas humanas Monotributistas","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","18",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Personas humanas Monotributistas","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","24",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Personas humanas Monotributistas","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","21",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Personas humanas Monotributistas","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","13",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Personas humanas Monotributistas","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","1",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Personas humanas Monotributistas","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","4",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Personas humanas Monotributistas","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","19",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Personas humanas Responsables Inscriptos","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","1",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Personas humanas Responsables Inscriptos","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","4",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"27","BANCO SUPERVIELLE S.A.","2026-08-21","PRESTAMOS PERSONALES","PP","Pesos","Personas humanas Responsables Inscriptos","Fija","10000","75000000","72","380000","30","266,27","373,07","106,8","253,497166","145675","24",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
